entry_time,exit_time,direction,entry_price,exit_price,stop_loss,take_profit,position_size,pnl,pnl_pct,exit_reason,entry_reason,signal_confidence,risk_reward_ratio,partial_closes
2024-08-29 09:00:00,2024-09-03 07:00:00,SHORT,2515.451645,2485.1134999999995,2529.3486000000003,2485.1134999999995,12.376423238385106,313.58861212186804,1.0072775561146048,TP,OB+MSS+london,medium,2.5,0
2024-09-03 07:00:00,2024-09-03 09:00:00,LONG,2490.8448,2481.8096428571425,2481.8096428571425,2509.075892857143,20.883822397315825,-292.5366493311237,-0.56237191436875,SL,OB+MSS+london,medium,2.5,0
2024-09-04 02:00:00,2024-09-04 04:00:00,LONG,2485.412085,2478.2235714285716,2478.2235714285716,2496.062857142857,26.37578171712494,-320.5224354278813,-0.48893900939798773,SL,OB+MSS+asian,medium,2.0,0
2024-09-17 02:00:00,2024-09-17 06:00:00,SHORT,2582.997855,2570.14524,2591.36238,2570.14524,21.270244710820492,163.76965156344238,0.29808278354146145,TP,OB+MSS+asian,medium,2.0,0
2024-09-23 08:00:00,2024-09-24 00:00:00,SHORT,2625.62653,2636.55258,2636.55258,2602.90855,15.99015522567128,-258.8522962976309,-0.6165472859538798,SL,OB+FVG+MSS+london,medium,2.5,0
2024-09-24 01:00:00,2024-09-24 10:00:00,LONG,2626.63266,2642.3887000000013,2618.49252,2642.3887000000013,21.75467381716564,228.14166982776035,0.399257147742963,TP,OB+FVG+MSS+asian,medium,2.5,0
2024-10-04 09:00:00,2024-10-16 02:00:00,SHORT,2650.4341200000003,2673.0554399999996,2673.0554399999996,2598.5214000000014,7.188977254745132,-200.8946003150192,-1.0543483933114808,SL,OB+MSS+london,medium,2.5,0
2024-10-25 08:00:00,2024-10-25 10:00:00,SHORT,2730.0742800000003,2739.534642857143,2739.534642857143,2711.2033928571427,18.416444605945685,-274.9569982546981,-0.5468705335006405,SL,OB+FVG+MSS+london,medium,2.5,0
2024-11-06 02:00:00,2024-11-11 08:00:00,SHORT,2724.487075,2638.012219999999,2755.12926,2638.012219999999,4.90365541405042,397.74704219921085,2.9771605983853253,TP,OB+MSS+asian,medium,3.0,0
2024-11-26 09:00:00,2024-11-28 23:00:00,LONG,2623.5711300000003,2664.0139,2605.5584400000002,2664.0139,9.072825691874028,318.95686539839653,1.3399745319655063,TP,OB+FVG+MSS+london,medium,2.5,0
2024-11-29 10:00:00,2024-12-01 20:00:00,SHORT,2657.580545,2627.0032999999994,2671.67268,2627.0032999999994,12.37275242898356,312.93983474098934,0.9517175764469785,TP,OB+MSS+london,medium,2.5,0
2024-12-26 09:00:00,2024-12-26 10:00:00,SHORT,2628.575055,2636.30208,2636.30208,2613.8597999999997,25.602967627534518,-332.63124978250517,-0.49425646455433403,SL,LiqSweep+OB+MSS+london,high,2.5,0
2024-12-26 10:00:00,2024-12-27 08:00:00,SHORT,2635.0118350000002,2619.9371428571426,2642.887142857143,2619.9371428571426,24.021994807986438,235.88981932540264,0.3726641009565148,TP,LiqSweep+OB+MSS+london,high,2.5,0
2025-01-14 10:00:00,2025-01-15 01:00:00,SHORT,2670.354155,2680.522857142857,2680.522857142857,2649.607857142858,18.367040860297163,-285.04874447449845,-0.5811805571160226,SL,OB+MSS+london,medium,2.5,0
2025-01-17 13:00:00,2025-01-19 18:00:00,LONG,2706.89277,2697.2139285714284,2697.2139285714284,2726.355178571429,18.800279881022526,-283.5636462212327,-0.5572052315593938,SL,LiqSweep+OB+MSS+new_york,high,2.5,0
2025-02-20 10:00:00,2025-02-27 03:00:00,SHORT,2936.960785,2882.65585,2960.7396599999997,2882.65585,6.762146991128825,327.8648496958087,1.6508670668205776,TP,OB+MSS+london,medium,2.5,0
2025-03-05 09:00:00,2025-03-05 11:00:00,SHORT,2910.66394,2928.43518,2928.43518,2871.33205,9.648590897312936,-227.80650311570383,-0.8111667855410348,SL,OB+MSS+london,medium,2.5,0
2025-03-26 02:00:00,2025-03-26 23:00:00,SHORT,3024.58695,3033.1242857142856,3033.1242857142856,3012.0514285714285,21.761980276915963,-317.6171238665632,-0.4825467804785719,SL,FVG+MSS+asian,medium,2.0,0
2025-04-03 10:00:00,2025-04-04 10:00:00,SHORT,3127.21561,3040.525357142857,3158.1982142857146,3040.525357142857,4.980248742274039,401.02213856492034,2.5748947924316705,TP,OB+FVG+MSS+london,medium,3.0,0
2025-04-15 10:00:00,2025-04-15 18:00:00,SHORT,3220.998695,3238.99506,3238.99506,3189.83988,9.431181055649171,-230.65234738031546,-0.7592787539145516,SL,OB+MSS+london,medium,2.0,0
2025-05-16 02:00:00,2025-05-20 09:00:00,SHORT,3213.1926000000003,3258.52404,3258.52404,3105.4899000000014,3.4287184011374676,-177.6184364085728,-1.612202039803013,SL,OB+FVG+MSS+asian,medium,2.5,0
2025-05-22 07:00:00,2025-05-23 08:00:00,SHORT,3312.7028200000004,3352.01064,3352.01064,3220.2334000000005,3.8874518943608525,-178.71601228764288,-1.387765095693055,SL,OB+FVG+MSS+london,medium,2.5,0
2025-06-10 02:00:00,2025-06-10 07:00:00,SHORT,3323.69732,3342.00066,3342.00066,3283.75835,8.580833425245439,-214.2551556950063,-0.7512428351929451,SL,OB+FVG+MSS+asian,medium,2.5,0
2025-06-12 08:00:00,2025-06-12 20:00:00,SHORT,3386.415945,3408.778928571429,3408.778928571429,3336.4376785714285,6.701151825726717,-195.3933807215779,-0.8610335800022378,SL,LiqSweep+FVG+MSS+london,medium,2.5,0
2025-07-07 10:00:00,2025-07-08 11:00:00,LONG,3319.6089749999996,3289.7074000000002,3289.7074000000002,3388.556499999999,4.765770885747605,-174.00254312766555,-1.0998551832448706,SL,OB+MSS+london,medium,2.5,0
2025-07-29 02:00:00,2025-07-30 09:00:00,LONG,3318.7585499999996,3301.384,3301.384,3348.5319999999997,8.342944130520545,-200.18637937366373,-0.7230020559946896,SL,OB+MSS+asian,medium,2.0,0
2025-08-19 08:00:00,2025-08-19 10:00:00,LONG,3336.2873099999997,3322.7312199999997,3322.7312199999997,3364.3419500000005,10.691928218688908,-216.13848933576628,-0.6059162971189086,SL,OB+MSS+london,medium,2.5,0
2025-08-19 10:00:00,2025-08-19 13:00:00,LONG,3327.0627,3315.26,3315.26,3350.75,12.109587039553544,-223.36160783218767,-0.5543936006976885,SL,OB+MSS+london,medium,2.5,0
2025-09-19 02:00:00,2025-09-21 18:00:00,LONG,3648.58338,3690.1493200000004,3625.06534,3690.1493200000004,5.454060143114805,186.6772471450603,0.9380957959634296,TP,OB+MSS+asian,medium,2.0,0
2025-10-10 09:00:00,2025-10-13 06:00:00,LONG,3982.6303199999998,4084.4750000000004,3939.1059999999998,4084.4750000000004,2.93873754917245,275.5876799824414,2.3546643083860372,TP,OB+FVG+MSS+london,medium,2.5,0
2025-11-26 17:00:00,2025-11-28 03:00:00,SHORT,4163.027445,4187.79,4187.79,4108.409999999999,5.624747749866669,-186.2543671505121,-0.7954156652214972,SL,LiqSweep+OB+MSS+new_york,high,2.5,0
2025-12-16 18:00:00,2025-12-22 04:00:00,LONG,4302.57021,4388.588500000002,4265.152599999999,4388.588500000002,3.5115770264880664,271.54017776219683,1.797231131993586,TP,OB+FVG+MSS+new_york,medium,2.5,0
2025-12-23 18:00:00,2025-12-24 01:00:00,SHORT,4471.872945,4506.23448,4506.23448,4393.798799999999,4.024189502186798,-174.40693407521456,-0.9691608629770674,SL,OB+FVG+MSS+new_york,medium,2.5,0
