entry_time,exit_time,direction,entry_price,exit_price,stop_loss,take_profit,position_size,pnl,pnl_pct,exit_reason,entry_reason,signal_confidence,risk_reward_ratio,partial_closes
2024-06-25 08:00:00,2024-06-25 11:00:00,LONG,2325.2420399999996,2316.568214285714,2316.568214285714,2342.8594642857147,26.624827651784607,-354.5265127371156,-0.5726559102024205,SL,OB+MSS+london,medium,2.5,0
2024-06-28 10:00:00,2024-07-03 08:00:00,LONG,2327.60322,2354.988300000001,2315.0206799999996,2354.988300000001,16.89325369157275,383.5188973226634,0.9753590425090117,TP,OB+FVG+MSS+london,medium,2.5,0
2024-07-09 11:00:00,2024-07-10 07:00:00,SHORT,2360.809005,2376.13278,2376.13278,2326.6330499999995,14.182490832192054,-284.5109318904615,-0.84973908276836,SL,LiqSweep+OB+MSS+london,high,2.5,0
2024-07-15 07:00:00,2024-07-15 10:00:00,SHORT,2416.9409250000003,2425.41,2425.41,2400.000000000001,26.84430152257687,-357.3359312261339,-0.5507551213730852,SL,FVG+MSS+london,medium,2.5,0
2024-07-30 13:00:00,2024-07-30 23:00:00,SHORT,2404.43718,2414.9175,2414.9175,2382.4462499999995,20.236368680072875,-309.60985750965835,-0.636310019128889,SL,OB+MSS+new_york,medium,2.5,0
2024-08-01 08:00:00,2024-08-01 10:00:00,SHORT,2449.3747,2461.343214285714,2461.343214285714,2423.7419642857144,16.89910565412468,-285.24392830830294,-0.6891241344168363,SL,OB+FVG+MSS+london,medium,2.5,0
2024-08-05 02:00:00,2024-08-05 06:00:00,LONG,2429.71425,2408.9225,2408.9225,2477.4437499999995,8.982037273044105,-230.21308911103455,-1.0548724711146535,SL,OB+FVG+MSS+asian,medium,2.5,0
2024-08-14 02:00:00,2024-08-14 04:00:00,SHORT,2466.0863400000003,2477.37486,2477.37486,2442.182850000001,17.030726726260102,-276.44243604298487,-0.6582081469215554,SL,OB+FVG+MSS+asian,medium,2.5,0
2024-08-15 10:00:00,2024-08-16 08:00:00,SHORT,2450.9439150000003,2474.87988,2474.87988,2395.3953,7.296944070595718,-210.60285861445877,-1.1775785083601014,SL,LiqSweep+FVG+MSS+london,medium,2.5,0
2024-08-19 10:00:00,2024-08-20 03:00:00,SHORT,2499.8794350000003,2512.0641,2512.0641,2473.79475,14.770366746019436,-254.0002148496746,-0.6878975159455947,SL,OB+FVG+MSS+london,medium,2.5,0
