entry_time,exit_time,direction,regime,entry_price,exit_price,tp1_hit,tp2_hit,tp3_hit,trailing_used,exit_type,pnl_pct,pnl_points,duration_hours,month
2024-01-09 14:56:01.871423,2024-01-09 15:56:01.871423,SHORT,RANGE,36727.42827415456,36677.42827415456,True,True,True,True,TP3,0.07896006162894768,28.999999999999996,1.0,2024-01
2024-01-12 15:56:01.871423,2024-01-12 16:56:01.871423,LONG,RANGE,36789.37385248059,73756.58297271232,False,False,False,False,SL,100.48202850220346,36966.70912023174,1.0,2024-01
2024-01-13 08:56:01.871423,2024-01-13 09:56:01.871423,LONG,RANGE,36792.76954173318,72841.17857280666,False,False,False,False,SL,97.97552475680088,36047.90903107348,1.0,2024-01
2024-01-15 14:56:01.871423,2024-01-15 15:56:01.871423,SHORT,RANGE,38001.9990332433,37951.9990332433,True,True,True,True,TP3,0.07631177500591863,28.999999999999996,1.0,2024-01
2024-01-16 10:56:01.871423,2024-01-16 11:56:01.871423,LONG,TREND,39348.83911014314,39438.83911014314,True,True,True,True,TP3,0.1219858097100171,48.0,1.0,2024-01
2024-01-16 13:56:01.871423,2024-01-16 14:56:01.871423,LONG,TREND,40212.96699254643,40302.96699254643,True,True,True,True,TP3,0.11936448262794663,48.0,1.0,2024-01
2024-01-16 14:56:01.871423,2024-01-16 16:56:01.871423,LONG,TREND,40427.42162998802,40517.42162998802,True,True,True,True,TP3,0.11873129194169246,48.0,2.0,2024-01
2024-01-16 15:56:01.871423,2024-01-16 16:56:01.871423,LONG,TREND,40323.505326695886,40413.505326695886,True,True,True,True,TP3,0.1190372702251705,48.0,1.0,2024-01
2024-01-18 09:56:01.871423,2024-01-18 10:56:01.871423,LONG,TREND,40485.89109223541,53109.60242166134,False,False,False,False,SL,31.17928490364108,12623.211329425925,1.0,2024-01
2024-01-18 15:56:01.871423,2024-01-18 16:56:01.871423,SHORT,TREND,39273.784613437,39183.784613437,True,True,True,True,TP3,0.1222189317185832,47.99999999999999,1.0,2024-01
2024-01-20 13:56:01.871423,2024-01-20 14:56:01.871423,LONG,RANGE,39884.5837389591,39934.5837389591,True,True,True,True,TP3,0.07270979732370358,29.000000000000004,1.0,2024-01
2024-01-20 14:56:01.871423,2024-01-20 15:56:01.871423,LONG,RANGE,39818.81444766318,39868.81444766318,True,True,True,True,TP3,0.07282989311024529,29.0,1.0,2024-01
2024-01-21 08:56:01.871423,2024-01-21 09:56:01.871423,LONG,TREND,41855.36886318971,41945.36886318971,True,True,True,True,TP3,0.11468062832487487,47.99999999999999,1.0,2024-01
2024-01-21 09:56:01.871423,2024-01-21 10:56:01.871423,LONG,TREND,42069.22209605361,42159.22209605361,True,True,True,True,TP3,0.11409766477356077,48.0,1.0,2024-01
2024-01-21 10:56:01.871423,2024-01-21 12:56:01.871423,LONG,TREND,42285.62697815064,42332.85083834434,True,True,False,True,TRAILING_SL,0.09375472204592014,39.64477203873975,2.0,2024-01
2024-01-21 15:56:01.871423,2024-01-21 16:56:01.871423,LONG,RANGE,42101.17967060381,42549.68675438615,False,False,False,False,SL,1.0641200253473062,448.0070837823442,1.0,2024-01
2024-01-23 09:56:01.871423,2024-01-23 10:56:01.871423,LONG,RANGE,42699.54163038357,42749.54163038357,True,True,True,True,TP3,0.0679164199256054,29.0,1.0,2024-01
