XAUUSD Historical Data
Date,Open,High,Low,Close,Change(Pips),Change(%)
12/03/2025 19:00,4197.0,4209.91,4196.79,4207.95,1095,0.26,
12/03/2025 18:00,4211.08,4211.51,4195.15,4196.93,-1415,-0.34,
12/03/2025 17:00,4200.61,4215.2,4200.61,4211.08,1047,0.25,
12/03/2025 16:00,4216.37,4225.28,4212.44,4216.84,47,0.01,
12/03/2025 15:00,4212.2,4229.44,4206.02,4227.61,1541,0.36,
12/03/2025 14:00,4237.1,4241.49,4213.34,4215.07,-2203,-0.52,
12/03/2025 13:00,4213.74,4238.16,4211.34,4236.66,2292,0.54,
12/03/2025 12:00,4208.82,4214.34,4205.14,4213.3,448,0.11,
12/03/2025 11:00,4200.51,4209.23,4197.15,4208.74,823,0.20,
12/03/2025 10:00,4202.07,4204.8,4194.72,4200.46,-161,-0.04,
12/03/2025 09:00,4206.52,4207.54,4197.08,4202.24,-428,-0.10,
12/03/2025 08:00,4206.83,4210.11,4203.71,4206.51,-32,-0.01,
12/03/2025 07:00,4208.04,4210.38,4200.35,4206.44,-160,-0.04,
12/03/2025 06:00,4207.85,4211.83,4204.79,4207.95,10,0.00,
12/03/2025 05:00,4222.38,4223.89,4203.77,4207.79,-1459,-0.35,
12/03/2025 04:00,4221.0,4225.27,4217.13,4222.39,139,0.03,
12/03/2025 03:00,4226.48,4227.53,4220.12,4221.02,-546,-0.13,
12/03/2025 02:00,4214.41,4228.84,4214.23,4226.53,1212,0.29,
12/03/2025 01:00,4211.84,4221.11,4211.63,4214.29,245,0.06,
12/03/2025 00:00,4212.81,4212.92,4204.42,4211.72,-109,-0.03,
12/02/2025 23:00,4205.93,4216.06,4202.55,4212.72,679,0.16,
12/02/2025 21:00,4210.01,4211.77,4205.02,4205.46,-455,-0.11,
12/02/2025 20:00,4196.68,4212.43,4194.92,4209.99,1331,0.32,
12/02/2025 19:00,4190.77,4200.47,4190.77,4196.54,577,0.14,
12/02/2025 18:00,4193.67,4196.73,4183.38,4190.76,-291,-0.07,
12/02/2025 17:00,4184.85,4196.86,4184.85,4193.85,900,0.21,
12/02/2025 16:00,4169.69,4190.13,4167.03,4184.84,1515,0.36,
12/02/2025 15:00,4219.0,4219.52,4163.31,4169.4,-4960,-1.19,
12/02/2025 14:00,4212.48,4230.52,4212.47,4219.43,695,0.16,
12/02/2025 13:00,4208.7,4215.02,4202.21,4212.55,385,0.09,
12/02/2025 12:00,4205.27,4209.54,4201.02,4208.52,325,0.08,
12/02/2025 11:00,4185.57,4205.76,4184.96,4205.2,1963,0.47,
12/02/2025 10:00,4192.0,4192.37,4182.41,4185.65,-635,-0.15,
12/02/2025 09:00,4210.26,4213.14,4181.04,4192.04,-1822,-0.43,
12/02/2025 08:00,4213.29,4217.06,4207.07,4210.25,-304,-0.07,
12/02/2025 07:00,4213.02,4219.17,4209.74,4213.12,10,0.00,
12/02/2025 06:00,4225.05,4226.3,4203.24,4212.94,-1211,-0.29,
12/02/2025 05:00,4218.81,4225.31,4215.37,4225.0,619,0.15,
12/02/2025 04:00,4216.83,4220.43,4214.27,4218.82,199,0.05,
12/02/2025 03:00,4221.38,4226.23,4215.86,4216.83,-455,-0.11,
12/02/2025 02:00,4219.46,4224.45,4214.94,4221.61,215,0.05,
12/02/2025 01:00,4226.61,4227.04,4198.07,4219.48,-713,-0.17,
12/02/2025 00:00,4227.39,4229.7,4221.49,4226.7,-69,-0.02,
12/01/2025 23:00,4228.59,4236.0,4224.72,4227.28,-131,-0.03,
12/01/2025 21:00,4237.28,4240.44,4229.94,4232.16,-512,-0.12,
12/01/2025 20:00,4236.86,4241.35,4234.41,4237.3,44,0.01,
12/01/2025 19:00,4240.36,4243.69,4229.38,4236.92,-344,-0.08,
12/01/2025 18:00,4232.5,4244.54,4232.5,4240.12,762,0.18,
12/01/2025 17:00,4226.05,4239.89,4223.79,4232.31,626,0.15,
12/01/2025 16:00,4232.32,4242.15,4225.16,4226.05,-627,-0.15,
12/01/2025 15:00,4239.97,4245.1,4219.3,4230.77,-920,-0.22,
12/01/2025 14:00,4247.46,4249.35,4219.66,4238.18,-928,-0.22,
12/01/2025 13:00,4246.57,4264.4,4246.04,4247.55,98,0.02,
12/01/2025 12:00,4254.59,4256.62,4244.95,4246.58,-801,-0.19,
12/01/2025 11:00,4255.66,4258.53,4248.08,4254.46,-120,-0.03,
12/01/2025 10:00,4250.13,4262.3,4249.04,4255.65,552,0.13,
12/01/2025 09:00,4244.73,4251.81,4243.77,4250.11,538,0.13,
12/01/2025 08:00,4245.32,4253.62,4238.51,4244.6,-72,-0.02,
12/01/2025 07:00,4236.79,4246.64,4231.64,4245.32,853,0.20,
12/01/2025 06:00,4229.51,4240.56,4226.22,4236.37,686,0.16,
12/01/2025 05:00,4245.63,4246.55,4215.75,4229.58,-1605,-0.38,
12/01/2025 04:00,4239.39,4246.99,4236.36,4245.8,641,0.15,
12/01/2025 03:00,4242.86,4243.79,4232.54,4239.34,-352,-0.08,
12/01/2025 02:00,4255.45,4256.26,4234.6,4242.88,-1257,-0.30,
12/01/2025 01:00,4230.74,4256.12,4220.0,4255.57,2483,0.58,
12/01/2025 00:00,4222.06,4233.69,4218.16,4230.9,884,0.21,
11/30/2025 23:00,4229.15,4230.48,4205.79,4222.78,-637,-0.15,
11/28/2025 19:00,4220.44,4222.0199999999995,4216.169999999999,4219.29,-115,-0.03,
11/28/2025 18:00,4216.85,4226.48,4210.88,4220.49,364,0.09,
11/28/2025 17:00,4206.32,4216.86,4204.6,4216.33,1001,0.24,
11/28/2025 16:00,4203.58,4210.81,4197.74,4206.14,256,0.06,
11/28/2025 15:00,4197.93,4203.94,4185.79,4203.52,559,0.13,
11/28/2025 14:00,4182.46,4208.8,4182.46,4198.02,1556,0.37,
11/28/2025 13:00,4175.81,4182.96,4168.38,4182.45,664,0.16,
11/28/2025 12:00,4171.02,4176.88,4168.84,4175.8,478,0.11,
11/28/2025 11:00,4163.53,4179.76,4162.31,4171.58,805,0.19,
11/28/2025 10:00,4164.6,4178.23,4160.26,4163.55,-105,-0.03,
11/28/2025 09:00,4166.28,4168.33,4157.68,4166.6,32,0.01,
11/28/2025 08:00,4174.85,4176.68,4152.88,4170.83,-402,-0.10,
11/28/2025 07:00,4187.52,4187.74,4174.36,4174.81,-1271,-0.30,
11/28/2025 06:00,4182.23,4188.69,4181.74,4187.45,522,0.12,
11/28/2025 05:00,4188.58,4188.76,4170.1,4182.53,-605,-0.14,
11/28/2025 04:00,4184.08,4188.84,4178.52,4188.52,444,0.11,
11/28/2025 03:00,4189.3,4191.86,4182.74,4184.28,-502,-0.12,
11/28/2025 02:00,4190.98,4192.27,4185.89,4189.72,-126,-0.03,
11/28/2025 01:00,4180.69,4193.15,4180.69,4190.95,1026,0.24,
11/28/2025 00:00,4163.29,4182.8,4162.93,4180.71,1742,0.42,
11/27/2025 23:00,4159.71,4163.93,4158.24,4163.47,376,0.09,
11/27/2025 19:00,4159.3,4160.38,4157.17,4157.34,-196,-0.05,
11/27/2025 18:00,4157.9,4159.86,4155.75,4159.29,139,0.03,
11/27/2025 17:00,4156.07,4159.26,4154.74,4157.84,177,0.04,
11/27/2025 16:00,4158.04,4158.44,4151.25,4156.71,-133,-0.03,
11/27/2025 15:00,4153.4,4161.77,4153.17,4157.83,443,0.11,
11/27/2025 14:00,4154.95,4160.72,4152.81,4153.07,-188,-0.05,
11/27/2025 13:00,4151.22,4157.95,4149.15,4154.89,367,0.09,
11/27/2025 12:00,4157.29,4159.23,4153.66,4154.06,-323,-0.08,
11/27/2025 11:00,4156.28,4162.47,4155.84,4157.26,98,0.02,
11/27/2025 10:00,4158.71,4160.46,4152.45,4156.43,-228,-0.05,
11/27/2025 09:00,4165.64,4165.83,4148.44,4158.65,-699,-0.17,
11/27/2025 08:00,4160.01,4167.11,4159.85,4165.87,586,0.14,
11/27/2025 07:00,4157.46,4162.14,4155.43,4160.07,261,0.06,
11/27/2025 06:00,4147.06,4159.26,4146.89,4157.71,1065,0.26,
11/27/2025 05:00,4150.7,4154.63,4144.91,4147.06,-364,-0.09,
11/27/2025 04:00,4147.38,4154.62,4142.54,4150.64,326,0.08,
11/27/2025 03:00,4145.41,4150.68,4144.12,4147.48,207,0.05,
11/27/2025 02:00,4154.33,4155.98,4144.48,4145.07,-926,-0.22,
11/27/2025 01:00,4164.45,4165.12,4148.64,4154.23,-1022,-0.25,
11/27/2025 00:00,4164.61,4166.93,4161.77,4164.46,-15,0.00,
11/26/2025 23:00,4165.09,4168.78,4162.66,4164.56,-53,-0.01,
11/26/2025 21:00,4164.01,4167.58,4162.27,4163.89,-12,0.00,
11/26/2025 20:00,4163.41,4167.49,4161.4,4164.28,87,0.02,
11/26/2025 19:00,4164.78,4169.79,4162.41,4163.28,-150,-0.04,
11/26/2025 18:00,4167.29,4171.65,4158.04,4164.86,-243,-0.06,
11/26/2025 17:00,4167.09,4169.77,4165.09,4167.31,22,0.01,
11/26/2025 16:00,4165.32,4168.42,4160.7,4167.06,174,0.04,
11/26/2025 15:00,4141.93,4165.72,4136.84,4165.24,2331,0.56,
11/26/2025 14:00,4153.48,4156.9,4140.15,4142.26,-1122,-0.27,
11/26/2025 13:00,4155.21,4166.72,4149.18,4153.38,-183,-0.04,
11/26/2025 12:00,4171.46,4173.4,4149.02,4155.19,-1627,-0.39,
11/26/2025 11:00,4160.02,4172.85,4157.88,4171.44,1142,0.27,
11/26/2025 10:00,4162.69,4165.02,4156.14,4160.08,-261,-0.06,
11/26/2025 09:00,4160.91,4164.56,4156.57,4162.67,176,0.04,
11/26/2025 08:00,4157.58,4168.48,4154.64,4161.14,356,0.09,
11/26/2025 07:00,4149.98,4161.5,4149.19,4157.59,761,0.18,
11/26/2025 06:00,4162.28,4162.86,4146.91,4149.97,-1231,-0.30,
11/26/2025 05:00,4162.01,4168.68,4160.28,4162.39,38,0.01,
11/26/2025 04:00,4166.08,4166.73,4156.74,4161.97,-411,-0.10,
11/26/2025 03:00,4161.69,4169.36,4160.43,4166.05,436,0.10,
11/26/2025 02:00,4148.32,4166.69,4147.42,4161.71,1339,0.32,
11/26/2025 01:00,4143.0,4152.98,4138.44,4148.32,532,0.13,
11/26/2025 00:00,4133.8,4144.27,4132.56,4143.66,986,0.24,
11/25/2025 23:00,4132.59,4136.96,4129.67,4133.3,71,0.02,
11/25/2025 21:00,4132.24,4132.52,4127.73,4130.67,-157,-0.04,
11/25/2025 20:00,4133.93,4138.37,4130.68,4132.16,-177,-0.04,
11/25/2025 19:00,4134.43,4140.21,4128.38,4133.79,-64,-0.02,
11/25/2025 18:00,4146.01,4150.67,4132.69,4134.53,-1148,-0.28,
11/25/2025 17:00,4136.23,4159.11,4136.07,4145.99,976,0.24,
11/25/2025 16:00,4122.92,4141.48,4122.1,4136.26,1334,0.32,
11/25/2025 15:00,4125.45,4133.73,4118.1,4123.2,-225,-0.05,
11/25/2025 14:00,4147.68,4148.77,4111.28,4125.18,-2250,-0.55,
11/25/2025 13:00,4129.8,4150.82,4129.41,4148.05,1825,0.44,
11/25/2025 12:00,4133.37,4138.65,4119.77,4129.77,-360,-0.09,
11/25/2025 11:00,4131.36,4137.37,4127.66,4133.18,182,0.04,
11/25/2025 10:00,4128.36,4138.68,4127.41,4131.32,296,0.07,
11/25/2025 09:00,4116.19,4131.41,4114.04,4128.38,1219,0.30,
11/25/2025 08:00,4132.43,4139.29,4109.57,4116.12,-1631,-0.40,
11/25/2025 07:00,4141.74,4145.99,4129.99,4132.5,-924,-0.22,
11/25/2025 06:00,4150.83,4152.03,4138.52,4141.75,-908,-0.22,
11/25/2025 05:00,4140.73,4151.92,4140.73,4150.94,1021,0.25,
11/25/2025 04:00,4143.06,4148.35,4139.7,4140.66,-240,-0.06,
11/25/2025 03:00,4150.81,4150.89,4139.39,4143.19,-762,-0.18,
11/25/2025 02:00,4134.71,4155.82,4132.88,4151.24,1653,0.40,
11/25/2025 01:00,4129.69,4139.16,4122.65,4134.71,502,0.12,
11/25/2025 00:00,4143.85,4144.05,4127.42,4129.48,-1437,-0.35,
11/24/2025 23:00,4133.73,4144.3,4125.39,4143.87,1014,0.24,
11/24/2025 21:00,4132.62,4139.95,4130.09,4134.78,216,0.05,
11/24/2025 20:00,4118.49,4133.43,4117.99,4132.66,1417,0.34,
11/24/2025 19:00,4120.53,4124.01,4113.97,4118.56,-197,-0.05,
11/24/2025 18:00,4092.94,4125.69,4088.04,4120.52,2758,0.67,
11/24/2025 17:00,4097.21,4100.45,4089.27,4093.22,-399,-0.10,
11/24/2025 16:00,4091.89,4098.92,4089.76,4097.54,565,0.14,
11/24/2025 15:00,4081.41,4093.8,4081.41,4091.72,1031,0.25,
11/24/2025 14:00,4077.76,4085.72,4068.45,4082.43,467,0.11,
11/24/2025 13:00,4080.38,4085.96,4073.6,4077.83,-255,-0.06,
11/24/2025 12:00,4069.97,4083.96,4065.8,4080.04,1007,0.25,
11/24/2025 11:00,4063.99,4071.6,4062.97,4069.96,597,0.15,
11/24/2025 10:00,4071.72,4077.09,4063.55,4063.83,-789,-0.19,
11/24/2025 09:00,4063.25,4074.03,4062.96,4071.69,844,0.21,
11/24/2025 08:00,4059.93,4066.84,4059.7,4063.51,358,0.09,
11/24/2025 07:00,4053.43,4067.47,4051.39,4060.13,670,0.17,
11/24/2025 06:00,4046.3,4058.13,4045.52,4053.15,685,0.17,
11/24/2025 05:00,4044.14,4049.5,4040.0,4046.21,207,0.05,
11/24/2025 04:00,4050.39,4061.19,4042.19,4044.09,-630,-0.16,
11/24/2025 03:00,4043.76,4058.0,4043.76,4049.99,623,0.15,
11/24/2025 02:00,4044.11,4051.66,4040.65,4043.71,-40,-0.01,
11/24/2025 01:00,4067.97,4072.88,4042.54,4044.58,-2339,-0.58,
11/24/2025 00:00,4075.19,4076.17,4058.36,4067.36,-783,-0.19,
11/23/2025 23:00,4068.96,4077.72,4065.77,4075.24,628,0.15,
11/21/2025 21:00,4067.2,4068.85,4054.5,4063.84,-336,-0.08,
11/21/2025 20:00,4087.69,4088.67,4055.26,4067.39,-2030,-0.50,
11/21/2025 19:00,4082.7,4092.17,4082.7,4087.67,497,0.12,
11/21/2025 18:00,4085.44,4088.19,4076.51,4082.83,-261,-0.06,
11/21/2025 17:00,4099.31,4101.02,4078.89,4085.65,-1366,-0.33,
11/21/2025 16:00,4069.67,4098.29,4062.85,4097.62,2795,0.68,
11/21/2025 15:00,4071.82,4076.94,4055.05,4065.02,-680,-0.17,
11/21/2025 14:00,4079.49,4083.99,4061.62,4072.48,-701,-0.17,
11/21/2025 13:00,4066.62,4081.03,4059.01,4079.48,1286,0.32,
11/21/2025 12:00,4036.56,4071.58,4034.72,4064.86,2830,0.70,
11/21/2025 11:00,4037.14,4046.73,4030.97,4036.59,-55,-0.01,
11/21/2025 10:00,4050.54,4052.81,4032.17,4037.01,-1353,-0.34,
11/21/2025 09:00,4040.88,4063.5,4040.24,4050.51,963,0.24,
11/21/2025 08:00,4031.75,4048.11,4022.39,4040.96,921,0.23,
11/21/2025 07:00,4032.76,4039.81,4025.03,4031.66,-110,-0.03,
11/21/2025 06:00,4058.44,4064.11,4030.62,4032.75,-2569,-0.64,
11/21/2025 05:00,4052.12,4059.32,4039.89,4058.41,629,0.15,
11/21/2025 04:00,4056.12,4062.32,4047.89,4052.03,-409,-0.10,
11/21/2025 03:00,4057.26,4059.43,4049.42,4056.14,-112,-0.03,
11/21/2025 02:00,4068.59,4079.7,4056.77,4057.13,-1146,-0.28,
11/21/2025 01:00,4073.96,4074.51,4060.48,4068.57,-539,-0.13,
11/21/2025 00:00,4079.27,4081.1,4071.56,4073.79,-548,-0.13,
11/20/2025 23:00,4074.6,4088.69,4072.73,4078.98,438,0.11,
11/20/2025 21:00,4077.53,4080.79,4074.38,4077.27,-26,-0.01,
11/20/2025 20:00,4084.7,4085.15,4073.31,4077.05,-765,-0.19,
11/20/2025 19:00,4060.52,4087.12,4058.98,4084.79,2427,0.59,
11/20/2025 18:00,4065.51,4072.57,4056.36,4060.44,-507,-0.12,
11/20/2025 17:00,4049.08,4068.53,4043.61,4066.79,1771,0.44,
11/20/2025 16:00,4070.02,4082.47,4044.86,4049.26,-2076,-0.51,
11/20/2025 15:00,4092.79,4098.71,4070.27,4070.35,-2244,-0.55,
11/20/2025 14:00,4080.19,4107.07,4072.09,4104.58,2439,0.59,
11/20/2025 13:00,4081.77,4096.39,4066.41,4081.03,-74,-0.02,
11/20/2025 12:00,4060.78,4081.81,4060.04,4081.62,2084,0.51,
11/20/2025 11:00,4060.04,4068.23,4051.15,4060.19,15,0.00,
11/20/2025 10:00,4064.57,4068.33,4058.06,4060.03,-454,-0.11,
11/20/2025 09:00,4063.36,4072.8,4055.65,4064.12,76,0.02,
11/20/2025 08:00,4060.09,4069.5,4039.04,4063.91,382,0.09,
11/20/2025 07:00,4068.13,4076.51,4054.66,4060.03,-810,-0.20,
11/20/2025 06:00,4066.63,4077.34,4058.54,4068.41,178,0.04,
11/20/2025 05:00,4075.68,4075.85,4064.36,4066.44,-924,-0.23,
11/20/2025 04:00,4072.12,4080.45,4068.26,4075.58,346,0.08,
11/20/2025 03:00,4067.1,4085.35,4064.75,4072.46,536,0.13,
11/20/2025 02:00,4081.57,4081.6,4041.42,4067.09,-1448,-0.36,
11/20/2025 01:00,4102.91,4109.11,4081.1,4081.5,-2141,-0.52,
11/20/2025 00:00,4104.6,4110.07,4100.36,4102.82,-178,-0.04,
11/19/2025 23:00,4080.02,4108.35,4079.44,4104.53,2451,0.60,
11/19/2025 21:00,4076.37,4084.82,4065.65,4077.84,147,0.04,
11/19/2025 20:00,4073.71,4082.12,4072.24,4076.44,273,0.07,
11/19/2025 19:00,4087.2,4087.3,4069.11,4073.42,-1378,-0.34,
11/19/2025 18:00,4078.95,4091.22,4075.73,4087.21,826,0.20,
11/19/2025 17:00,4074.65,4081.22,4055.9,4078.85,420,0.10,
11/19/2025 16:00,4096.55,4098.57,4067.64,4074.69,-2186,-0.54,
11/19/2025 15:00,4127.92,4132.77,4090.22,4096.54,-3138,-0.77,
11/19/2025 14:00,4110.56,4128.87,4102.09,4127.92,1736,0.42,
11/19/2025 13:00,4114.38,4117.74,4100.73,4110.48,-390,-0.09,
11/19/2025 12:00,4112.83,4119.87,4112.03,4114.26,143,0.03,
11/19/2025 11:00,4109.01,4117.6,4106.49,4112.78,377,0.09,
11/19/2025 10:00,4113.47,4118.78,4106.99,4108.85,-462,-0.11,
11/19/2025 09:00,4083.12,4116.03,4080.95,4113.1,2998,0.73,
11/19/2025 08:00,4086.83,4088.78,4078.22,4083.36,-347,-0.08,
11/19/2025 07:00,4090.55,4096.99,4084.9,4086.82,-373,-0.09,
11/19/2025 06:00,4095.43,4098.55,4089.12,4091.11,-432,-0.11,
11/19/2025 05:00,4075.35,4097.34,4074.29,4095.2,1985,0.48,
11/19/2025 04:00,4066.82,4076.99,4064.54,4075.34,852,0.21,
11/19/2025 03:00,4075.53,4078.57,4066.02,4066.59,-894,-0.22,
11/19/2025 02:00,4059.01,4080.61,4055.72,4075.57,1656,0.41,
11/19/2025 01:00,4069.48,4070.23,4056.62,4059.16,-1032,-0.25,
11/19/2025 00:00,4076.86,4078.18,4067.56,4069.47,-739,-0.18,
11/18/2025 23:00,4068.81,4077.81,4066.06,4076.81,800,0.20,
11/18/2025 21:00,4069.48,4072.26,4064.86,4067.63,-185,-0.05,
11/18/2025 20:00,4081.25,4082.18,4067.38,4069.23,-1202,-0.30,
11/18/2025 19:00,4072.7,4081.95,4072.7,4081.06,836,0.20,
11/18/2025 18:00,4071.51,4074.69,4063.11,4072.62,111,0.03,
11/18/2025 17:00,4066.7,4075.78,4059.61,4071.46,476,0.12,
11/18/2025 16:00,4052.93,4069.3,4040.58,4066.79,1386,0.34,
11/18/2025 15:00,4065.89,4072.4,4049.23,4052.79,-1310,-0.32,
11/18/2025 14:00,4065.22,4081.99,4058.67,4065.89,67,0.02,
11/18/2025 13:00,4032.7,4070.24,4031.84,4065.34,3264,0.80,
11/18/2025 12:00,4039.27,4045.04,4029.26,4032.31,-696,-0.17,
11/18/2025 11:00,4044.34,4050.31,4037.18,4039.32,-502,-0.12,
11/18/2025 10:00,4040.09,4050.44,4037.33,4044.23,414,0.10,
11/18/2025 09:00,4036.72,4047.3,4030.24,4039.95,323,0.08,
11/18/2025 08:00,4014.13,4042.73,4010.45,4036.82,2269,0.56,
11/18/2025 07:00,4009.01,4017.48,3997.83,4013.74,473,0.12,
11/18/2025 06:00,4019.01,4020.36,4007.43,4008.74,-1027,-0.26,
11/18/2025 05:00,4010.53,4025.12,4008.2,4018.99,846,0.21,
11/18/2025 04:00,4013.29,4018.01,4004.99,4010.53,-276,-0.07,
11/18/2025 03:00,4017.49,4026.34,4008.49,4013.15,-434,-0.11,
11/18/2025 02:00,4024.5,4035.71,4015.1,4017.7,-680,-0.17,
11/18/2025 01:00,4040.13,4045.1,4022.48,4025.01,-1512,-0.38,
11/18/2025 00:00,4036.88,4041.28,4027.34,4039.89,301,0.07,
11/17/2025 23:00,4051.34,4055.19,4028.86,4036.79,-1455,-0.36,
11/17/2025 21:00,4040.83,4046.25,4038.85,4045.52,469,0.12,
11/17/2025 20:00,4011.18,4044.32,4007.0,4040.62,2944,0.73,
11/17/2025 19:00,4062.73,4065.12,4010.9,4011.08,-5165,-1.29,
11/17/2025 18:00,4073.46,4075.98,4062.17,4062.73,-1073,-0.26,
11/17/2025 17:00,4070.11,4080.8,4069.75,4073.38,327,0.08,
11/17/2025 16:00,4064.21,4073.55,4052.29,4069.93,572,0.14,
11/17/2025 15:00,4076.16,4077.52,4060.74,4064.49,-1167,-0.29,
11/17/2025 14:00,4064.55,4082.07,4060.69,4076.13,1158,0.28,
11/17/2025 13:00,4077.05,4092.29,4061.32,4065.24,-1181,-0.29,
11/17/2025 12:00,4078.57,4085.19,4074.81,4077.09,-148,-0.04,
11/17/2025 11:00,4070.31,4085.71,4061.02,4078.44,813,0.20,
11/17/2025 10:00,4082.18,4089.5,4068.58,4070.23,-1195,-0.29,
11/17/2025 09:00,4076.94,4088.56,4072.14,4081.95,501,0.12,
11/17/2025 08:00,4088.23,4095.88,4071.98,4077.35,-1088,-0.27,
11/17/2025 07:00,4066.05,4089.1,4065.28,4088.22,2217,0.54,
11/17/2025 06:00,4058.13,4072.13,4054.68,4066.29,816,0.20,
11/17/2025 05:00,4078.65,4078.65,4049.65,4058.26,-2039,-0.50,
11/17/2025 04:00,4082.95,4088.11,4076.98,4078.63,-432,-0.11,
11/17/2025 03:00,4081.89,4085.54,4069.96,4083.01,112,0.03,
11/17/2025 02:00,4091.41,4093.73,4080.43,4082.0,-941,-0.23,
11/17/2025 01:00,4083.3,4101.89,4082.99,4091.35,805,0.20,
11/17/2025 00:00,4096.21,4098.17,4081.09,4083.17,-1304,-0.32,
11/16/2025 23:00,4082.52,4106.58,4070.31,4096.3,1378,0.34,
11/14/2025 21:00,4087.2,4087.2,4077.9,4084.65,-255,-0.06,
11/14/2025 20:00,4090.14,4092.47,4075.42,4086.98,-316,-0.08,
11/14/2025 19:00,4098.03,4100.06,4087.67,4090.05,-798,-0.20,
11/14/2025 18:00,4099.93,4103.68,4080.92,4098.31,-162,-0.04,
11/14/2025 17:00,4105.01,4110.57,4094.08,4099.83,-518,-0.13,
11/14/2025 16:00,4093.44,4111.09,4081.04,4105.22,1178,0.29,
11/14/2025 15:00,4080.06,4096.49,4079.89,4093.51,1345,0.33,
11/14/2025 14:00,4055.68,4075.36,4032.55,4073.51,1783,0.44,
11/14/2025 13:00,4116.07,4118.84,4041.16,4055.8,-6027,-1.49,
11/14/2025 12:00,4132.8,4140.47,4107.87,4115.63,-1717,-0.42,
11/14/2025 11:00,4168.01,4170.01,4130.88,4132.9,-3511,-0.85,
11/14/2025 10:00,4169.22,4170.97,4159.45,4167.96,-126,-0.03,
11/14/2025 09:00,4175.93,4180.47,4166.44,4169.23,-670,-0.16,
11/14/2025 08:00,4181.15,4186.99,4170.13,4175.87,-528,-0.13,
11/14/2025 07:00,4175.12,4182.39,4158.96,4181.11,599,0.14,
11/14/2025 06:00,4189.46,4193.45,4169.89,4175.42,-1404,-0.34,
11/14/2025 05:00,4203.37,4203.66,4184.17,4189.8,-1357,-0.32,
11/14/2025 04:00,4204.47,4205.89,4196.95,4203.21,-126,-0.03,
11/14/2025 03:00,4207.13,4211.23,4201.47,4204.48,-265,-0.06,
11/14/2025 02:00,4190.07,4210.37,4188.37,4206.98,1691,0.40,
11/14/2025 01:00,4183.4,4193.86,4173.55,4189.83,643,0.15,
11/14/2025 00:00,4185.97,4189.89,4178.15,4183.93,-204,-0.05,
11/13/2025 23:00,4172.25,4186.6,4171.98,4185.8,1355,0.32,
11/13/2025 21:00,4163.86,4181.21,4161.26,4171.32,746,0.18,
11/13/2025 20:00,4163.83,4170.64,4160.32,4163.63,-20,0.00,
11/13/2025 19:00,4157.94,4170.54,4145.92,4163.82,588,0.14,
11/13/2025 18:00,4201.74,4203.24,4145.36,4158.01,-4373,-1.05,
11/13/2025 17:00,4206.56,4208.26,4193.31,4201.4,-516,-0.12,
11/13/2025 16:00,4202.53,4210.85,4195.71,4206.77,424,0.10,
11/13/2025 15:00,4195.59,4205.03,4186.62,4202.47,688,0.16,
11/13/2025 14:00,4231.91,4232.46,4184.55,4195.65,-3626,-0.86,
11/13/2025 13:00,4242.7,4243.74,4220.48,4231.77,-1093,-0.26,
11/13/2025 12:00,4230.58,4245.06,4230.09,4242.72,1214,0.29,
11/13/2025 11:00,4225.24,4232.29,4219.04,4230.82,558,0.13,
11/13/2025 10:00,4233.22,4239.97,4221.64,4225.24,-798,-0.19,
11/13/2025 09:00,4232.49,4239.52,4225.11,4233.36,87,0.02,
11/13/2025 08:00,4219.99,4239.16,4219.25,4232.79,1280,0.30,
11/13/2025 07:00,4210.5,4220.11,4208.25,4220.11,961,0.23,
11/13/2025 06:00,4212.11,4212.13,4203.37,4210.45,-166,-0.04,
11/13/2025 05:00,4209.23,4217.69,4207.42,4213.34,411,0.10,
11/13/2025 04:00,4213.02,4219.39,4203.22,4209.72,-330,-0.08,
11/13/2025 03:00,4190.33,4213.26,4190.22,4213.05,2272,0.54,
11/13/2025 02:00,4192.31,4195.84,4183.62,4190.44,-187,-0.04,
