datetime,open,high,low,close,volume
2024.10.01 19:00,2661.98000,2662.16000,2660.07000,2660.27000,2355,0
2024.10.01 20:00,2660.29000,2660.55000,2656.86000,2657.33000,6139,0
2024.10.01 21:00,2657.37000,2661.90000,2656.14000,2660.55000,7812,0
2024.10.01 22:00,2660.54000,2661.10000,2658.72000,2660.07000,5747,0
2024.10.01 23:00,2660.04000,2661.45000,2655.02000,2655.27000,5851,0
2024.10.02 00:00,2655.26000,2656.40000,2652.49000,2654.03000,5703,0
2024.10.02 01:00,2654.04000,2656.12000,2644.45000,2647.96000,11192,0
2024.10.02 02:00,2647.96000,2650.91000,2647.00000,2649.72000,7518,0
2024.10.02 03:00,2649.63000,2655.47000,2649.35000,2655.35000,10763,0
2024.10.02 04:00,2655.35000,2655.75000,2648.54000,2652.40000,9074,0
2024.10.02 05:00,2652.34000,2655.45000,2651.52000,2652.88000,7511,0
2024.10.02 06:00,2652.89000,2654.29000,2648.72000,2649.08000,6476,0
2024.10.02 07:00,2649.09000,2652.51000,2647.91000,2649.47000,8793,0
2024.10.02 08:00,2649.47000,2652.90000,2643.66000,2649.51000,14794,0
2024.10.02 09:00,2649.52000,2660.75000,2649.16000,2659.43000,20442,0
2024.10.02 10:00,2659.48000,2663.27000,2647.31000,2647.98000,24461,0
2024.10.02 11:00,2647.99000,2650.61000,2641.04000,2649.84000,17099,0
2024.10.02 12:00,2649.86000,2652.19000,2648.00000,2649.60000,8982,0
2024.10.02 13:00,2649.58000,2652.69000,2647.11000,2652.09000,7287,0
2024.10.02 14:00,2652.11000,2655.84000,2651.04000,2653.97000,6520,0
2024.10.02 15:00,2653.98000,2658.84000,2653.60000,2658.51000,5298,0
2024.10.02 16:00,2658.51000,2659.74000,2658.17000,2658.58000,2390,0
2024.10.02 18:00,2657.58000,2660.22000,2657.53000,2659.40000,2373,0
2024.10.02 19:00,2659.40000,2661.11000,2659.33000,2660.17000,4034,0
2024.10.02 20:00,2660.18000,2662.76000,2657.34000,2657.70000,6741,0
2024.10.02 21:00,2657.71000,2658.84000,2654.93000,2658.11000,7849,0
2024.10.02 22:00,2658.15000,2658.51000,2655.27000,2655.72000,5381,0
2024.10.02 23:00,2655.70000,2657.84000,2653.21000,2655.89000,5964,0
2024.10.03 00:00,2655.89000,2656.42000,2654.53000,2654.87000,3857,0
2024.10.03 01:00,2654.88000,2656.54000,2651.74000,2653.20000,9003,0
2024.10.03 02:00,2653.19000,2657.37000,2651.19000,2655.79000,9600,0
2024.10.03 03:00,2655.78000,2656.10000,2643.42000,2645.20000,14335,0
2024.10.03 04:00,2645.20000,2647.41000,2641.63000,2645.04000,10399,0
2024.10.03 05:00,2645.03000,2647.47000,2640.88000,2644.76000,10083,0
2024.10.03 06:00,2644.76000,2647.98000,2643.99000,2646.69000,8600,0
2024.10.03 07:00,2646.73000,2648.91000,2643.51000,2647.92000,9175,0
2024.10.03 08:00,2647.91000,2654.06000,2642.01000,2642.31000,20281,0
2024.10.03 09:00,2642.30000,2651.28000,2641.56000,2646.65000,20612,0
2024.10.03 10:00,2646.66000,2654.29000,2637.17000,2650.12000,29179,0
2024.10.03 11:00,2650.12000,2654.48000,2647.89000,2648.79000,13025,0
2024.10.03 12:00,2648.79000,2661.14000,2648.47000,2659.95000,11750,0
2024.10.03 13:00,2659.97000,2662.01000,2655.09000,2656.64000,10217,0
2024.10.03 14:00,2656.66000,2659.59000,2655.31000,2657.43000,5869,0
2024.10.03 15:00,2657.44000,2659.39000,2656.89000,2657.83000,6066,0
2024.10.03 16:00,2657.82000,2657.85000,2655.59000,2655.93000,2140,0
2024.10.03 18:00,2656.40000,2656.82000,2654.31000,2655.93000,2042,0
2024.10.03 19:00,2655.92000,2656.54000,2654.26000,2655.72000,1524,0
2024.10.03 20:00,2655.72000,2657.43000,2655.38000,2657.20000,5009,0
2024.10.03 21:00,2657.17000,2659.06000,2656.65000,2658.18000,6699,0
2024.10.03 22:00,2658.19000,2663.40000,2657.91000,2661.96000,5799,0
2024.10.03 23:00,2661.98000,2663.49000,2660.71000,2661.05000,4887,0
2024.10.04 00:00,2661.05000,2665.74000,2660.60000,2664.00000,4528,0
2024.10.04 01:00,2664.00000,2667.72000,2664.00000,2667.33000,5567,0
2024.10.04 02:00,2667.35000,2667.47000,2659.60000,2660.14000,7104,0
2024.10.04 03:00,2660.11000,2663.07000,2658.67000,2660.96000,9699,0
2024.10.04 04:00,2661.00000,2661.48000,2658.77000,2658.93000,6966,0
2024.10.04 05:00,2658.94000,2660.14000,2656.78000,2657.41000,6290,0
2024.10.04 06:00,2657.39000,2660.61000,2657.10000,2658.22000,5246,0
2024.10.04 07:00,2658.21000,2662.48000,2657.33000,2661.26000,7000,0
2024.10.04 08:00,2661.36000,2661.43000,2631.91000,2638.79000,28090,0
2024.10.04 09:00,2638.76000,2655.03000,2637.46000,2651.76000,25930,0
2024.10.04 10:00,2651.81000,2661.16000,2646.44000,2658.30000,24072,0
2024.10.04 11:00,2658.36000,2670.11000,2647.78000,2653.13000,27401,0
2024.10.04 12:00,2653.14000,2653.70000,2641.75000,2645.24000,13954,0
2024.10.04 13:00,2645.30000,2650.38000,2643.81000,2650.01000,10699,0
2024.10.04 14:00,2650.02000,2650.69000,2644.29000,2645.52000,10054,0
2024.10.04 15:00,2645.50000,2652.01000,2642.65000,2651.53000,7324,0
2024.10.04 16:00,2651.55000,2653.70000,2649.78000,2653.38000,2796,0
2024.10.06 18:00,2650.78000,2652.86000,2649.76000,2650.75000,3109,0
2024.10.06 19:00,2650.75000,2652.35000,2649.61000,2650.13000,2824,0
2024.10.06 20:00,2650.14000,2651.04000,2647.74000,2649.21000,4994,0
2024.10.06 21:00,2649.22000,2651.82000,2643.74000,2646.12000,8933,0
2024.10.06 22:00,2646.08000,2648.56000,2645.16000,2645.17000,7306,0
2024.10.06 23:00,2645.16000,2647.39000,2643.81000,2647.33000,6278,0
2024.10.07 00:00,2647.31000,2648.54000,2646.25000,2646.66000,3365,0
2024.10.07 01:00,2646.66000,2646.67000,2639.89000,2640.62000,6273,0
2024.10.07 02:00,2640.71000,2643.80000,2639.62000,2643.15000,8326,0
2024.10.07 03:00,2643.11000,2652.71000,2641.93000,2651.97000,12373,0
2024.10.07 04:00,2651.99000,2656.29000,2651.53000,2652.16000,11697,0
2024.10.07 05:00,2652.17000,2657.18000,2650.62000,2656.47000,8432,0
2024.10.07 06:00,2656.46000,2658.41000,2655.13000,2655.30000,7103,0
2024.10.07 07:00,2655.29000,2659.56000,2655.03000,2656.86000,8875,0
2024.10.07 08:00,2656.87000,2659.18000,2637.67000,2640.01000,20170,0
2024.10.07 09:00,2639.99000,2653.69000,2639.60000,2642.69000,22754,0
2024.10.07 10:00,2642.67000,2647.71000,2640.32000,2640.77000,18588,0
2024.10.07 11:00,2640.77000,2650.07000,2639.04000,2645.59000,11759,0
2024.10.07 12:00,2645.60000,2646.83000,2642.54000,2646.75000,7061,0
2024.10.07 13:00,2646.75000,2648.67000,2644.10000,2647.91000,5584,0
2024.10.07 14:00,2647.91000,2648.01000,2639.57000,2640.70000,7527,0
2024.10.07 15:00,2640.70000,2644.60000,2640.25000,2643.12000,5881,0
2024.10.07 16:00,2643.17000,2643.60000,2641.67000,2642.44000,2603,0
2024.10.07 18:00,2642.08000,2649.02000,2641.73000,2644.14000,3070,0
2024.10.07 19:00,2644.13000,2644.78000,2642.36000,2642.94000,3566,0
2024.10.07 20:00,2642.96000,2645.05000,2642.20000,2643.51000,6161,0
2024.10.07 21:00,2643.46000,2647.81000,2637.80000,2647.20000,19231,0
2024.10.07 22:00,2647.19000,2648.16000,2633.65000,2635.65000,20093,0
2024.10.07 23:00,2635.60000,2645.65000,2635.17000,2642.88000,14083,0
2024.10.08 00:00,2642.89000,2643.70000,2641.26000,2643.01000,3894,0
2024.10.08 01:00,2643.02000,2646.20000,2641.45000,2644.93000,8953,0
2024.10.08 02:00,2644.92000,2646.35000,2635.62000,2636.32000,14179,0
2024.10.08 03:00,2636.31000,2638.45000,2631.05000,2633.91000,17169,0
2024.10.08 04:00,2633.90000,2640.27000,2628.46000,2637.85000,15917,0
2024.10.08 05:00,2637.85000,2641.88000,2635.70000,2641.38000,10834,0
2024.10.08 06:00,2641.39000,2647.37000,2639.72000,2646.22000,10868,0
2024.10.08 07:00,2646.22000,2651.84000,2646.15000,2650.66000,11860,0
2024.10.08 08:00,2650.67000,2652.94000,2639.61000,2645.85000,18371,0
2024.10.08 09:00,2645.85000,2647.63000,2636.53000,2639.59000,26007,0
2024.10.08 10:00,2639.56000,2640.34000,2619.48000,2620.93000,29868,0
2024.10.08 11:00,2621.01000,2621.10000,2604.64000,2612.90000,25276,0
2024.10.08 12:00,2612.89000,2616.14000,2606.59000,2608.87000,15213,0
2024.10.08 13:00,2608.88000,2618.03000,2605.43000,2614.45000,13044,0
2024.10.08 14:00,2614.49000,2616.92000,2613.75000,2615.62000,8523,0
2024.10.08 15:00,2615.61000,2623.55000,2614.83000,2622.85000,8924,0
2024.10.08 16:00,2622.86000,2623.03000,2618.78000,2621.81000,4009,0
2024.10.08 18:00,2621.58000,2622.27000,2620.50000,2621.90000,1205,0
2024.10.08 19:00,2621.93000,2623.68000,2621.06000,2621.92000,3385,0
2024.10.08 20:00,2621.92000,2623.12000,2620.83000,2621.08000,5087,0
2024.10.08 21:00,2621.06000,2624.11000,2618.28000,2619.92000,15675,0
2024.10.08 22:00,2619.90000,2620.28000,2616.78000,2618.34000,11937,0
2024.10.08 23:00,2618.33000,2618.81000,2614.84000,2617.08000,8227,0
2024.10.09 00:00,2617.08000,2618.52000,2615.32000,2615.90000,2640,0
2024.10.09 01:00,2615.90000,2624.21000,2615.60000,2619.62000,12553,0
2024.10.09 02:00,2619.62000,2619.62000,2610.55000,2612.68000,12910,0
2024.10.09 03:00,2612.64000,2615.52000,2609.07000,2611.58000,11897,0
2024.10.09 04:00,2611.58000,2617.32000,2610.41000,2616.20000,10776,0
2024.10.09 05:00,2616.18000,2618.53000,2614.58000,2617.98000,8555,0
2024.10.09 06:00,2617.99000,2621.39000,2615.97000,2621.02000,7013,0
2024.10.09 07:00,2621.04000,2622.33000,2616.87000,2618.96000,7503,0
2024.10.09 08:00,2618.96000,2622.23000,2615.36000,2618.82000,12139,0
2024.10.09 09:00,2618.83000,2620.60000,2606.88000,2609.57000,22433,0
2024.10.09 10:00,2609.53000,2611.80000,2605.15000,2609.78000,18623,0
2024.10.09 11:00,2609.76000,2617.79000,2609.42000,2614.73000,12289,0
2024.10.09 12:00,2614.74000,2615.71000,2607.70000,2608.62000,11472,0
2024.10.09 13:00,2608.61000,2609.83000,2606.44000,2609.52000,7637,0
2024.10.09 14:00,2609.56000,2610.95000,2605.06000,2606.31000,7795,0
2024.10.09 15:00,2606.31000,2610.12000,2606.23000,2609.08000,4556,0
2024.10.09 16:00,2609.07000,2609.35000,2606.80000,2607.57000,2858,0
2024.10.09 18:00,2607.85000,2608.87000,2607.07000,2608.80000,1387,0
2024.10.09 19:00,2608.78000,2609.34000,2607.80000,2608.35000,1286,0
2024.10.09 20:00,2608.39000,2610.06000,2605.84000,2609.25000,6216,0
2024.10.09 21:00,2609.24000,2612.42000,2606.68000,2609.01000,13813,0
2024.10.09 22:00,2608.97000,2615.52000,2607.92000,2615.15000,11033,0
2024.10.09 23:00,2615.16000,2616.81000,2611.35000,2611.69000,9030,0
2024.10.10 00:00,2611.65000,2614.63000,2611.41000,2613.79000,4421,0
2024.10.10 01:00,2613.84000,2615.45000,2612.40000,2613.22000,8899,0
2024.10.10 02:00,2613.20000,2616.31000,2610.55000,2612.40000,10184,0
2024.10.10 03:00,2612.41000,2616.98000,2610.13000,2616.64000,11187,0
2024.10.10 04:00,2616.66000,2617.23000,2613.45000,2615.39000,6339,0
2024.10.10 05:00,2615.42000,2618.37000,2614.24000,2617.14000,5699,0
2024.10.10 06:00,2617.13000,2618.39000,2615.51000,2617.86000,5509,0
2024.10.10 07:00,2617.87000,2618.80000,2611.14000,2612.98000,8726,0
2024.10.10 08:00,2612.99000,2627.16000,2601.30000,2624.97000,27563,0
2024.10.10 09:00,2625.02000,2627.90000,2615.52000,2626.64000,34199,0
2024.10.10 10:00,2626.65000,2629.71000,2622.65000,2625.39000,25469,0
2024.10.10 11:00,2625.37000,2626.09000,2618.74000,2623.51000,16434,0
2024.10.10 12:00,2623.54000,2629.01000,2618.66000,2619.22000,14407,0
2024.10.10 13:00,2619.21000,2626.17000,2616.43000,2623.76000,15281,0
2024.10.10 14:00,2623.75000,2629.01000,2623.26000,2626.37000,7502,0
2024.10.10 15:00,2626.33000,2631.31000,2625.87000,2628.97000,7519,0
2024.10.10 16:00,2628.98000,2631.44000,2628.68000,2629.33000,2230,0
2024.10.10 18:00,2628.96000,2629.08000,2628.06000,2628.16000,1610,0
2024.10.10 19:00,2628.18000,2635.85000,2628.18000,2633.09000,4409,0
2024.10.10 20:00,2633.10000,2634.35000,2631.96000,2633.75000,8155,0
2024.10.10 21:00,2633.74000,2637.91000,2632.84000,2637.71000,12834,0
2024.10.10 22:00,2637.69000,2644.04000,2635.20000,2642.30000,12461,0
2024.10.10 23:00,2642.27000,2645.96000,2640.57000,2645.38000,7512,0
2024.10.11 00:00,2645.42000,2645.97000,2643.76000,2645.55000,3770,0
2024.10.11 01:00,2645.50000,2645.88000,2643.08000,2644.67000,5616,0
2024.10.11 02:00,2644.66000,2647.13000,2637.98000,2639.43000,13513,0
2024.10.11 03:00,2639.38000,2645.49000,2638.29000,2645.33000,8823,0
2024.10.11 04:00,2645.30000,2646.10000,2639.02000,2639.15000,6874,0
2024.10.11 05:00,2639.18000,2641.55000,2636.07000,2637.84000,7384,0
2024.10.11 06:00,2637.82000,2642.15000,2636.99000,2641.52000,5558,0
2024.10.11 07:00,2641.53000,2644.75000,2638.62000,2644.64000,6626,0
2024.10.11 08:00,2644.59000,2650.03000,2640.53000,2642.97000,19617,0
2024.10.11 09:00,2643.07000,2653.30000,2642.55000,2649.20000,22388,0
2024.10.11 10:00,2649.20000,2655.18000,2646.37000,2653.03000,19703,0
2024.10.11 11:00,2653.03000,2659.17000,2653.01000,2658.70000,12682,0
2024.10.11 12:00,2658.70000,2661.30000,2657.75000,2660.36000,9592,0
2024.10.11 13:00,2660.37000,2661.07000,2656.09000,2659.41000,10799,0
2024.10.11 14:00,2659.39000,2659.45000,2655.95000,2658.52000,6602,0
2024.10.11 15:00,2658.53000,2658.73000,2655.13000,2656.01000,4887,0
2024.10.11 16:00,2656.02000,2657.09000,2654.65000,2656.65000,2051,0
2024.10.13 18:00,2651.78000,2653.45000,2644.84000,2650.21000,5577,0
2024.10.13 19:00,2650.23000,2650.58000,2647.50000,2647.94000,4409,0
2024.10.13 20:00,2647.98000,2648.28000,2645.03000,2646.62000,6265,0
2024.10.13 21:00,2646.61000,2648.40000,2643.43000,2646.07000,14676,0
2024.10.13 22:00,2646.08000,2655.33000,2643.05000,2655.08000,10951,0
2024.10.13 23:00,2655.07000,2657.30000,2653.64000,2655.51000,6683,0
2024.10.14 00:00,2655.50000,2660.24000,2655.20000,2659.15000,2658,0
2024.10.14 01:00,2659.12000,2660.61000,2657.02000,2658.88000,4743,0
2024.10.14 02:00,2658.90000,2666.77000,2657.35000,2663.99000,11776,0
2024.10.14 03:00,2663.98000,2665.15000,2659.05000,2660.38000,9568,0
2024.10.14 04:00,2660.40000,2661.83000,2658.28000,2659.32000,6635,0
2024.10.14 05:00,2659.33000,2662.90000,2656.71000,2658.45000,5606,0
2024.10.14 06:00,2658.46000,2660.80000,2655.73000,2655.74000,5433,0
2024.10.14 07:00,2655.75000,2656.74000,2650.95000,2652.06000,7843,0
2024.10.14 08:00,2652.03000,2654.49000,2649.19000,2651.30000,10681,0
2024.10.14 09:00,2651.28000,2661.11000,2647.62000,2655.38000,19205,0
2024.10.14 10:00,2655.38000,2656.95000,2644.63000,2645.61000,19618,0
2024.10.14 11:00,2645.67000,2649.04000,2643.86000,2646.68000,10156,0
2024.10.14 12:00,2646.68000,2649.68000,2645.76000,2648.45000,5640,0
2024.10.14 13:00,2648.48000,2649.76000,2647.18000,2648.55000,4453,0
2024.10.14 14:00,2648.54000,2650.83000,2648.37000,2649.11000,2996,0
2024.10.14 15:00,2649.10000,2652.49000,2646.89000,2652.37000,7222,0
2024.10.14 16:00,2652.39000,2653.24000,2646.00000,2648.64000,2275,0
2024.10.14 18:00,2647.53000,2650.20000,2646.89000,2649.94000,1417,0
2024.10.14 19:00,2649.94000,2650.87000,2648.82000,2649.32000,1818,0
2024.10.14 20:00,2649.29000,2650.10000,2647.71000,2648.07000,4674,0
2024.10.14 21:00,2648.06000,2651.12000,2647.21000,2648.31000,9630,0
2024.10.14 22:00,2648.30000,2652.64000,2647.98000,2651.54000,8093,0
2024.10.14 23:00,2651.55000,2651.58000,2644.27000,2645.57000,7840,0
2024.10.15 00:00,2645.58000,2645.58000,2642.83000,2644.28000,5080,0
2024.10.15 01:00,2644.26000,2644.26000,2637.92000,2641.80000,12151,0
2024.10.15 02:00,2641.82000,2649.05000,2641.29000,2648.52000,12044,0
2024.10.15 03:00,2648.53000,2653.83000,2647.82000,2650.68000,10620,0
2024.10.15 04:00,2650.67000,2655.64000,2649.66000,2653.87000,9815,0
2024.10.15 05:00,2653.86000,2655.45000,2651.00000,2653.46000,8589,0
2024.10.15 06:00,2653.49000,2656.66000,2652.57000,2652.93000,7256,0
2024.10.15 07:00,2652.96000,2654.46000,2645.50000,2647.66000,9361,0
2024.10.15 08:00,2647.65000,2657.34000,2647.05000,2648.19000,16399,0
2024.10.15 09:00,2648.18000,2653.25000,2645.94000,2648.56000,22739,0
2024.10.15 10:00,2648.51000,2664.10000,2647.70000,2659.71000,25317,0
2024.10.15 11:00,2659.71000,2665.06000,2657.19000,2664.54000,16387,0
2024.10.15 12:00,2664.54000,2668.82000,2661.01000,2661.76000,13425,0
2024.10.15 13:00,2661.74000,2664.08000,2658.91000,2663.55000,12392,0
2024.10.15 14:00,2663.53000,2665.72000,2663.27000,2664.97000,7619,0
2024.10.15 15:00,2664.96000,2666.36000,2659.34000,2661.55000,7938,0
2024.10.15 16:00,2661.56000,2662.97000,2660.19000,2662.70000,2472,0
2024.10.15 18:00,2662.22000,2662.77000,2661.41000,2662.04000,984,0
2024.10.15 19:00,2662.06000,2662.42000,2660.29000,2660.37000,1915,0
2024.10.15 20:00,2660.36000,2660.39000,2658.59000,2660.08000,5124,0
2024.10.15 21:00,2660.09000,2667.89000,2660.03000,2667.89000,17684,0
2024.10.15 22:00,2667.86000,2669.97000,2665.41000,2667.95000,10690,0
2024.10.15 23:00,2667.95000,2669.08000,2665.24000,2667.04000,7924,0
2024.10.16 00:00,2667.03000,2668.13000,2665.47000,2666.62000,3821,0
2024.10.16 01:00,2666.64000,2670.43000,2666.06000,2669.36000,7891,0
2024.10.16 02:00,2669.44000,2677.62000,2666.93000,2677.20000,19039,0
2024.10.16 03:00,2677.19000,2677.42000,2673.24000,2676.06000,9508,0
2024.10.16 04:00,2676.02000,2680.02000,2674.49000,2679.39000,7358,0
2024.10.16 05:00,2679.40000,2682.65000,2678.09000,2680.09000,10483,0
2024.10.16 06:00,2680.09000,2680.86000,2673.12000,2674.26000,12082,0
2024.10.16 07:00,2674.26000,2680.47000,2672.90000,2678.26000,9699,0
2024.10.16 08:00,2678.37000,2681.85000,2676.36000,2681.70000,12659,0
2024.10.16 09:00,2681.68000,2685.31000,2672.36000,2674.97000,25262,0
2024.10.16 10:00,2675.01000,2681.43000,2669.92000,2672.14000,24021,0
2024.10.16 11:00,2672.15000,2675.66000,2667.46000,2669.92000,14466,0
2024.10.16 12:00,2669.92000,2674.13000,2666.65000,2674.08000,9437,0
2024.10.16 13:00,2674.09000,2676.20000,2672.96000,2675.20000,7137,0
2024.10.16 14:00,2675.18000,2676.57000,2674.48000,2674.86000,4521,0
2024.10.16 15:00,2674.83000,2674.93000,2672.65000,2674.67000,5125,0
2024.10.16 16:00,2674.67000,2674.89000,2673.01000,2673.49000,1701,0
2024.10.16 18:00,2673.58000,2674.83000,2672.99000,2673.68000,1370,0
2024.10.16 19:00,2673.68000,2674.57000,2673.39000,2673.99000,1171,0
2024.10.16 20:00,2673.99000,2677.88000,2673.96000,2677.81000,5566,0
2024.10.16 21:00,2677.80000,2682.95000,2676.40000,2682.94000,13436,0
2024.10.16 22:00,2682.95000,2684.75000,2678.77000,2681.89000,16228,0
2024.10.16 23:00,2681.89000,2682.16000,2674.42000,2676.62000,11357,0
2024.10.17 00:00,2676.62000,2679.64000,2676.41000,2679.00000,5568,0
2024.10.17 01:00,2678.99000,2684.24000,2677.97000,2683.45000,10818,0
2024.10.17 02:00,2683.48000,2685.65000,2680.01000,2681.11000,16238,0
2024.10.17 03:00,2681.14000,2683.63000,2678.87000,2681.96000,10729,0
2024.10.17 04:00,2681.95000,2683.79000,2679.95000,2681.74000,6462,0
2024.10.17 05:00,2681.75000,2681.98000,2676.89000,2679.39000,8187,0
2024.10.17 06:00,2679.38000,2688.68000,2678.99000,2687.30000,12317,0
2024.10.17 07:00,2687.31000,2688.35000,2680.69000,2681.22000,8941,0
2024.10.17 08:00,2681.24000,2682.14000,2673.05000,2680.56000,22198,0
2024.10.17 09:00,2680.57000,2690.06000,2677.74000,2688.71000,24241,0
2024.10.17 10:00,2688.75000,2696.39000,2684.63000,2695.63000,23963,0
2024.10.17 11:00,2695.62000,2696.68000,2687.47000,2693.21000,18988,0
2024.10.17 12:00,2693.22000,2693.28000,2683.85000,2692.14000,12172,0
2024.10.17 13:00,2692.15000,2694.13000,2690.39000,2691.87000,7540,0
2024.10.17 14:00,2691.88000,2692.18000,2689.11000,2689.42000,4851,0
2024.10.17 15:00,2689.43000,2692.52000,2688.82000,2691.91000,3888,0
2024.10.17 16:00,2691.90000,2692.84000,2690.77000,2692.36000,1724,0
2024.10.17 18:00,2691.94000,2693.26000,2691.84000,2692.50000,1001,0
2024.10.17 19:00,2692.51000,2694.29000,2691.99000,2693.64000,1445,0
2024.10.17 20:00,2693.63000,2695.66000,2692.76000,2692.92000,6953,0
2024.10.17 21:00,2692.91000,2706.67000,2692.70000,2704.56000,17072,0
2024.10.17 22:00,2704.53000,2711.86000,2703.96000,2708.06000,16502,0
2024.10.17 23:00,2708.05000,2710.73000,2706.98000,2709.94000,10216,0
2024.10.18 00:00,2709.84000,2711.25000,2708.73000,2710.12000,3756,0
2024.10.18 01:00,2710.13000,2713.94000,2710.01000,2711.37000,9855,0
2024.10.18 02:00,2711.35000,2711.63000,2702.58000,2707.34000,20040,0
2024.10.18 03:00,2707.36000,2709.10000,2702.20000,2702.23000,10049,0
2024.10.18 04:00,2702.23000,2706.20000,2701.61000,2706.17000,9612,0
2024.10.18 05:00,2706.16000,2713.03000,2706.06000,2711.28000,12855,0
2024.10.18 06:00,2711.27000,2713.07000,2707.85000,2712.40000,10430,0
2024.10.18 07:00,2712.42000,2713.01000,2707.90000,2709.79000,11329,0
2024.10.18 08:00,2709.79000,2716.94000,2709.10000,2709.48000,14437,0
2024.10.18 09:00,2709.45000,2715.70000,2704.91000,2713.60000,26460,0
2024.10.18 10:00,2713.58000,2720.06000,2712.03000,2717.30000,19369,0
2024.10.18 11:00,2717.31000,2719.10000,2713.59000,2714.76000,11708,0
2024.10.18 12:00,2714.77000,2718.93000,2714.62000,2717.55000,8270,0
2024.10.18 13:00,2717.57000,2719.86000,2713.50000,2715.74000,11081,0
2024.10.18 14:00,2715.75000,2721.18000,2715.41000,2720.15000,6639,0
2024.10.18 15:00,2720.20000,2720.42000,2717.92000,2719.59000,5837,0
2024.10.18 16:00,2719.58000,2722.38000,2719.08000,2721.17000,3454,0
2024.10.20 18:00,2720.46000,2723.74000,2719.94000,2723.51000,3180,0
2024.10.20 19:00,2723.52000,2725.01000,2722.29000,2723.37000,4417,0
2024.10.20 20:00,2723.38000,2725.74000,2721.37000,2721.56000,8079,0
2024.10.20 21:00,2721.57000,2729.15000,2720.93000,2726.30000,19008,0
2024.10.20 22:00,2726.30000,2731.34000,2724.72000,2730.67000,13770,0
2024.10.20 23:00,2730.67000,2732.74000,2729.24000,2731.47000,8763,0
2024.10.21 00:00,2731.47000,2731.91000,2729.51000,2730.32000,4029,0
2024.10.21 01:00,2730.32000,2730.34000,2724.39000,2724.79000,11375,0
2024.10.21 02:00,2724.78000,2730.54000,2723.52000,2730.24000,12708,0
2024.10.21 03:00,2730.25000,2732.40000,2725.25000,2730.33000,11204,0
2024.10.21 04:00,2730.37000,2733.03000,2729.34000,2731.30000,9397,0
2024.10.21 05:00,2731.34000,2736.79000,2730.67000,2734.45000,10516,0
2024.10.21 06:00,2734.46000,2734.87000,2727.71000,2733.29000,11695,0
2024.10.21 07:00,2733.28000,2738.02000,2732.93000,2734.40000,12293,0
2024.10.21 08:00,2734.39000,2739.67000,2732.66000,2738.52000,17347,0
2024.10.21 09:00,2738.53000,2740.49000,2733.62000,2738.94000,22927,0
2024.10.21 10:00,2738.97000,2739.34000,2722.25000,2725.14000,26659,0
2024.10.21 11:00,2725.15000,2727.08000,2716.81000,2720.02000,19507,0
2024.10.21 12:00,2720.00000,2723.98000,2718.04000,2723.43000,9703,0
2024.10.21 13:00,2723.44000,2725.54000,2721.51000,2722.75000,8663,0
2024.10.21 14:00,2722.77000,2723.09000,2715.19000,2716.30000,8455,0
2024.10.21 15:00,2716.20000,2720.99000,2714.08000,2719.82000,9521,0
2024.10.21 16:00,2719.80000,2720.89000,2718.71000,2719.65000,2725,0
2024.10.21 18:00,2719.19000,2721.69000,2718.83000,2720.63000,1555,0
2024.10.21 19:00,2720.65000,2722.51000,2720.04000,2721.40000,2029,0
2024.10.21 20:00,2721.38000,2725.08000,2720.55000,2724.64000,7322,0
2024.10.21 21:00,2724.64000,2730.20000,2723.93000,2728.07000,14518,0
2024.10.21 22:00,2728.07000,2730.56000,2727.65000,2728.76000,7545,0
2024.10.21 23:00,2728.74000,2733.06000,2728.61000,2730.89000,7180,0
2024.10.22 00:00,2730.87000,2735.88000,2730.85000,2734.66000,7065,0
2024.10.22 01:00,2734.65000,2735.06000,2728.93000,2730.32000,8005,0
2024.10.22 02:00,2730.32000,2737.04000,2729.52000,2734.99000,12529,0
2024.10.22 03:00,2734.98000,2736.15000,2732.46000,2733.62000,8625,0
2024.10.22 04:00,2733.59000,2738.31000,2731.40000,2734.83000,9589,0
2024.10.22 05:00,2734.82000,2736.05000,2729.77000,2731.42000,9001,0
2024.10.22 06:00,2731.41000,2739.27000,2730.48000,2738.85000,12151,0
2024.10.22 07:00,2738.88000,2739.21000,2729.42000,2731.93000,10390,0
2024.10.22 08:00,2731.93000,2737.98000,2731.54000,2736.12000,14309,0
2024.10.22 09:00,2736.14000,2741.95000,2735.28000,2735.90000,21250,0
2024.10.22 10:00,2735.82000,2743.08000,2733.64000,2741.80000,22522,0
2024.10.22 11:00,2741.81000,2744.15000,2736.81000,2737.53000,14744,0
2024.10.22 12:00,2737.52000,2745.43000,2737.09000,2745.26000,11348,0
2024.10.22 13:00,2745.26000,2748.24000,2743.43000,2746.68000,13157,0
2024.10.22 14:00,2746.71000,2747.21000,2743.95000,2744.51000,6356,0
2024.10.22 15:00,2744.51000,2748.77000,2743.76000,2748.25000,6530,0
2024.10.22 16:00,2748.26000,2748.67000,2746.69000,2748.33000,3664,0
2024.10.22 18:00,2747.22000,2748.07000,2746.77000,2747.25000,1369,0
2024.10.22 19:00,2747.27000,2747.96000,2745.78000,2746.43000,1842,0
2024.10.22 20:00,2746.43000,2746.95000,2744.70000,2745.14000,4429,0
2024.10.22 21:00,2745.14000,2747.06000,2737.85000,2738.46000,14181,0
2024.10.22 22:00,2738.44000,2741.02000,2737.86000,2738.87000,9755,0
