entry_time,exit_time,direction,regime,entry_price,exit_price,tp1_hit,tp2_hit,tp3_hit,trailing_used,exit_type,pnl_pct,duration_hours,month
2024-01-11 14:00:00,2024-01-11 15:00:00,LONG,RANGE,48595.50561,50445.16797899999,False,False,False,False,SL,3.706241638567017,1.0,2024-01
2024-01-12 14:00:00,2024-01-12 16:00:00,SHORT,RANGE,45419.298989999996,43644.12,True,False,False,True,TRAILING_SL,2.5795872285846335,2.0,2024-01
2024-01-12 15:00:00,2024-01-12 17:00:00,SHORT,RANGE,44439.77899500001,43644.12,True,True,False,True,TRAILING_SL,1.7188341367773359,2.0,2024-01
2024-01-15 14:00:00,2024-01-17 14:00:00,SHORT,RANGE,42177.9005,42597.298005,False,False,False,False,TIMEOUT,-1.094353678177968,48.0,2024-01
2024-01-18 14:00:00,2024-01-18 15:00:00,LONG,RANGE,42760.06935,60476.09891799001,False,False,False,False,SL,41.33124610715819,1.0,2024-01
2024-01-18 15:00:00,2024-01-18 17:00:00,SHORT,RANGE,42598.01034,41915.0,True,False,False,True,TRAILING_SL,1.4270677722075447,2.0,2024-01
2024-01-19 10:00:00,2024-01-19 16:00:00,SHORT,RANGE,41465.31697,40713.1,True,False,False,True,TRAILING_SL,1.5324185546703246,6.0,2024-01
2024-01-19 08:00:00,2024-01-19 17:00:00,SHORT,TREND,41269.345005,40884.2,True,False,False,True,TRAILING_SL,1.3421235979191637,9.0,2024-01
2024-01-19 09:00:00,2024-01-19 17:00:00,SHORT,TREND,41377.670815000005,40884.2,True,False,False,True,TRAILING_SL,1.4718008614070117,8.0,2024-01
2024-01-19 13:00:00,2024-01-19 17:00:00,SHORT,RANGE,41372.383460000005,40682.8,True,True,False,True,TRAILING_SL,1.694104475778126,4.0,2024-01
2024-01-19 14:00:00,2024-01-19 17:00:00,SHORT,RANGE,40948.825345,40682.8,True,False,False,True,TRAILING_SL,0.9502015887466808,3.0,2024-01
2024-01-22 14:00:00,2024-01-22 20:00:00,SHORT,TREND,40674.402625,40023.0537,True,False,False,True,TRAILING_SL,1.6761865288289,6.0,2024-01
2024-01-23 09:00:00,2024-01-26 09:00:00,SHORT,TREND,38941.909305,40099.85991,False,False,False,False,TIMEOUT,-3.0735332079655415,72.0,2024-01
2024-01-23 10:00:00,2024-01-26 10:00:00,SHORT,TREND,38897.82136,40712.986319999996,False,False,False,False,TIMEOUT,-4.766495182855132,72.0,2024-01
2024-01-26 10:00:00,2024-01-26 11:00:00,LONG,RANGE,40712.986319999996,61956.862949999995,False,False,False,False,SL,52.079607909440135,1.0,2024-01
2024-01-23 13:00:00,2024-01-26 13:00:00,SHORT,TREND,38844.727920000005,41042.160825,False,False,False,False,TIMEOUT,-5.756965623560465,72.0,2024-01
2024-01-23 14:00:00,2024-01-26 14:00:00,SHORT,TREND,38748.35613,41608.793999999994,False,False,False,False,TIMEOUT,-7.4820883146714126,72.0,2024-01
2024-01-26 14:00:00,2024-01-26 15:00:00,LONG,RANGE,41608.793999999994,64702.74518499,False,False,False,False,SL,55.4025728094643,1.0,2024-01
2024-01-26 13:00:00,2024-01-26 22:00:00,LONG,RANGE,41042.160825,41824.3518,True,True,False,True,TRAILING_SL,1.740414616714584,9.0,2024-01
2024-01-26 15:00:00,2024-01-26 22:00:00,LONG,RANGE,41443.701494999994,41824.3518,True,False,False,True,TRAILING_SL,1.0838628229607785,7.0,2024-01
2024-01-29 15:00:00,2024-01-29 16:00:00,LONG,RANGE,42663.070875,90364.15950000001,False,False,False,False,SL,111.70884930848293,1.0,2024-01
2024-01-30 08:00:00,2024-02-01 08:00:00,LONG,RANGE,43453.816049999994,42223.41773,False,False,False,False,TIMEOUT,-2.931508097204257,48.0,2024-02
2024-01-30 09:00:00,2024-02-01 09:00:00,LONG,RANGE,43346.0622,42127.235845,False,False,False,False,TIMEOUT,-2.911850242304127,48.0,2024-02
2024-01-30 10:00:00,2024-02-01 10:00:00,LONG,RANGE,43503.751005,42204.906989999996,False,False,False,False,TIMEOUT,-3.08559086284473,48.0,2024-02
2024-01-31 09:00:00,2024-02-01 10:00:00,SHORT,RANGE,42624.677,42303.1228,True,False,False,True,TRAILING_SL,1.0025675356760073,25.0,2024-02
2024-01-31 10:00:00,2024-02-02 10:00:00,SHORT,RANGE,42363.53763500001,43144.04124,False,False,False,False,TIMEOUT,-1.942394777614494,48.0,2024-02
2024-02-02 15:00:00,2024-02-02 16:00:00,LONG,RANGE,43263.711045,91094.06226900002,False,False,False,False,SL,110.45535937324036,1.0,2024-02
2024-02-05 13:00:00,2024-02-05 14:00:00,LONG,RANGE,43469.393834999995,74396.16349199999,False,False,False,False,SL,71.04607987033597,1.0,2024-02
2024-02-06 08:00:00,2024-02-06 09:00:00,LONG,RANGE,43090.554509999994,75643.14895313999,False,False,False,False,SL,75.44461717494384,1.0,2024-02
2024-02-04 14:00:00,2024-02-06 14:00:00,SHORT,RANGE,42852.563,42964.2714,False,False,False,False,TIMEOUT,-0.360680790551538,48.0,2024-02
2024-02-06 15:00:00,2024-02-06 16:00:00,LONG,RANGE,43266.512445,82986.88942836,False,False,False,False,SL,91.70397202999013,1.0,2024-02
2024-02-08 13:00:00,2024-02-08 14:00:00,LONG,RANGE,45006.492,101230.89401192998,False,False,False,False,SL,124.82509305530853,1.0,2024-02
2024-02-08 08:00:00,2024-02-08 16:00:00,LONG,RANGE,44740.689164999996,45043.02,True,False,False,True,TRAILING_SL,0.9624951140309055,8.0,2024-02
2024-02-08 09:00:00,2024-02-08 16:00:00,LONG,RANGE,44715.156404999994,45043.02,True,False,False,True,TRAILING_SL,0.9912384945726591,7.0,2024-02
2024-02-08 15:00:00,2024-02-08 16:00:00,LONG,RANGE,45455.01615,101230.89401193,False,False,False,False,SL,122.60566064231833,1.0,2024-02
2024-02-08 10:00:00,2024-02-09 02:00:00,LONG,RANGE,44850.684134999996,45920.427299999996,True,False,False,True,TRAILING_SL,1.817185588128469,16.0,2024-02
2024-02-08 14:00:00,2024-02-09 04:00:00,LONG,RANGE,45100.52899499999,45920.427299999996,True,True,False,True,TRAILING_SL,1.7228370014255843,14.0,2024-02
2024-02-09 08:00:00,2024-02-09 14:00:00,LONG,TREND,46663.309994999996,47003.6484,True,False,False,True,TRAILING_SL,1.2391745216278829,6.0,2024-02
2024-02-09 09:00:00,2024-02-09 14:00:00,LONG,TREND,46545.261,47003.6484,True,False,False,True,TRAILING_SL,1.3669103873861679,5.0,2024-02
2024-02-09 10:00:00,2024-02-09 19:00:00,LONG,TREND,46802.909759999995,47477.0,True,False,False,True,TRAILING_SL,1.5946371062789284,9.0,2024-02
2024-02-09 14:00:00,2024-02-09 19:00:00,LONG,TREND,47085.541005,47477.0,True,False,False,True,TRAILING_SL,1.2901891761723974,5.0,2024-02
2024-02-09 15:00:00,2024-02-09 19:00:00,LONG,TREND,47183.569995,47477.0,True,False,False,True,TRAILING_SL,1.185445107620195,4.0,2024-02
2024-02-09 13:00:00,2024-02-12 02:00:00,LONG,TREND,47489.69298,48094.407849999996,True,False,False,True,TRAILING_SL,1.5111801215736174,61.0,2024-02
2024-02-11 13:00:00,2024-02-13 13:00:00,SHORT,RANGE,48034.09094,49552.824029999996,False,False,False,False,TIMEOUT,-3.261781685214077,48.0,2024-02
2024-02-12 15:00:00,2024-02-14 09:00:00,LONG,RANGE,49942.7589,51169.14,True,False,False,True,TRAILING_SL,1.852411697222289,42.0,2024-02
2024-02-14 08:00:00,2024-02-14 09:00:00,LONG,RANGE,50783.379,107188.96749989998,False,False,False,False,SL,110.97096378895934,1.0,2024-02
2024-02-14 09:00:00,2024-02-14 10:00:00,LONG,RANGE,51576.87555,107188.96749990001,False,False,False,False,SL,107.7236929958818,1.0,2024-02
2024-02-14 10:00:00,2024-02-15 07:00:00,LONG,TREND,51325.649999999994,51712.5,True,False,False,True,TRAILING_SL,1.2513583544485172,21.0,2024-02
2024-02-13 14:00:00,2024-02-15 14:00:00,SHORT,RANGE,48667.81392000001,52647.62065499999,False,False,False,False,TIMEOUT,-8.277492298178785,48.0,2024-02
2024-02-14 15:00:00,2024-02-15 15:00:00,LONG,TREND,51615.795,52024.3707,True,False,False,True,TRAILING_SL,1.2702855342536226,24.0,2024-02
2024-02-15 14:00:00,2024-02-15 15:00:00,LONG,RANGE,52647.62065499999,109811.92452300001,False,False,False,False,SL,108.4790832649359,1.0,2024-02
2024-02-14 13:00:00,2024-02-17 13:00:00,LONG,TREND,51811.903005,51163.215595,False,False,False,False,TIMEOUT,-1.3520046019876908,72.0,2024-02
2024-02-14 14:00:00,2024-02-17 14:00:00,LONG,TREND,51934.40422499999,50815.669455,False,False,False,False,TIMEOUT,-2.2541303625111304,72.0,2024-02
2024-02-17 13:00:00,2024-02-19 13:00:00,SHORT,RANGE,51163.215595,52176.245084999995,False,False,False,False,TIMEOUT,-2.0799957415088532,48.0,2024-02
2024-02-17 14:00:00,2024-02-19 14:00:00,SHORT,RANGE,50815.669455,52126.049999999996,False,False,False,False,TIMEOUT,-2.678693853793277,48.0,2024-02
2024-02-20 13:00:00,2024-02-20 14:00:00,LONG,RANGE,52866.550064999996,83696.94203723999,False,False,False,False,SL,58.21738960521103,1.0,2024-02
2024-02-22 14:00:00,2024-02-22 15:00:00,LONG,RANGE,51399.687,86676.2034435,False,False,False,False,SL,68.53177288122397,1.0,2024-02
2024-02-21 09:00:00,2024-02-23 09:00:00,SHORT,RANGE,51069.55245,51034.88468999999,False,False,False,False,TIMEOUT,-0.03211657761451328,48.0,2024-02
2024-02-21 14:00:00,2024-02-23 14:00:00,SHORT,RANGE,50904.525005,51151.562999999995,False,False,False,False,TIMEOUT,-0.58529672946703,48.0,2024-02
2024-02-23 15:00:00,2024-02-25 15:00:00,SHORT,RANGE,50885.654445,51549.782009999995,False,False,False,False,TIMEOUT,-1.4051371201638385,48.0,2024-02
2024-02-25 15:00:00,2024-02-25 20:00:00,SHORT,RANGE,51498.25799,51877.67824497,False,False,False,False,SL,-0.8367632805048956,5.0,2024-02
2024-02-26 09:00:00,2024-02-26 15:00:00,SHORT,RANGE,50924.515005,51880.91308674001,False,False,False,False,SL,-1.9780700840176964,6.0,2024-02
