entry_time,exit_time,direction,regime,entry_price,exit_price,tp1_hit,tp2_hit,tp3_hit,trailing_used,exit_type,pnl_pct,pnl_points,duration_hours,month,exit_month,Asset
2024-01-11 14:00:00,2024-01-11 15:00:00,LONG,RANGE,48571.245,50419.983,False,False,False,False,SL,3.8060337963336077,1848.6379999999976,1.0,2024-01,2024-01,BTC
2024-01-12 14:00:00,2024-01-12 22:00:00,SHORT,RANGE,45441.994999999995,42341.0,True,True,False,True,TRAILING_SL,4.142157491104864,1882.2789999999977,8.0,2024-01,2024-01,BTC
2024-01-12 15:00:00,2024-01-12 23:00:00,SHORT,RANGE,44461.985,42341.0,True,True,False,True,TRAILING_SL,3.792626442566608,1686.276999999999,8.0,2024-01,2024-01,BTC
2024-01-15 14:00:00,2024-01-17 14:00:00,SHORT,RANGE,42198.975,42576.035,False,False,False,False,TIMEOUT,-0.8938131791115898,-377.18000000000495,48.0,2024-01,2024-01,BTC
2024-01-18 14:00:00,2024-01-18 15:00:00,LONG,RANGE,42738.725,60445.900980000006,False,False,False,False,SL,41.43098789212829,17707.075980000005,1.0,2024-01,2024-01,BTC
2024-01-18 15:00:00,2024-01-19 07:00:00,SHORT,RANGE,42619.295,41524.28,True,False,False,True,TRAILING_SL,2.7649331130418724,1178.394999999999,16.0,2024-01,2024-01,BTC
2024-01-19 10:00:00,2024-01-21 10:00:00,SHORT,RANGE,41486.034999999996,41786.015,False,False,False,False,TIMEOUT,-0.7233759504855146,-300.10000000000326,48.0,2024-01,2024-01,BTC
2024-01-19 13:00:00,2024-01-21 13:00:00,SHORT,RANGE,41393.055,41859.555,False,False,False,False,TIMEOUT,-1.1272905563505762,-466.62,48.0,2024-01,2024-01,BTC
2024-01-19 14:00:00,2024-01-21 14:00:00,SHORT,RANGE,40969.284999999996,41787.525,False,False,False,False,TIMEOUT,-1.9974964171329945,-818.3600000000052,48.0,2024-01,2024-01,BTC
2024-01-19 08:00:00,2024-01-22 08:00:00,SHORT,TREND,41289.965,40959.025,False,False,False,False,TIMEOUT,0.8011874071581196,330.80999999999506,72.0,2024-01,2024-01,BTC
2024-01-19 09:00:00,2024-01-22 09:00:00,SHORT,TREND,41398.345,40744.875,False,False,False,False,TIMEOUT,1.5781790310699646,653.3400000000012,72.0,2024-01,2024-01,BTC
2024-01-22 14:00:00,2024-01-23 23:00:00,SHORT,TREND,40694.725,39817.0,True,False,False,True,TRAILING_SL,3.1459682428127933,1280.2431249999984,33.0,2024-01,2024-01,BTC
2024-01-23 09:00:00,2024-01-26 09:00:00,SHORT,TREND,38961.365,40079.845,False,False,False,False,TIMEOUT,-2.871074973887602,-1118.610000000003,72.0,2024-01,2024-01,BTC
2024-01-23 10:00:00,2024-01-26 10:00:00,SHORT,TREND,38917.255,40692.665,False,False,False,False,TIMEOUT,-4.5623464450409035,-1775.540000000003,72.0,2024-01,2024-01,BTC
2024-01-26 10:00:00,2024-01-26 11:00:00,LONG,RANGE,40692.665,61925.925,False,False,False,False,SL,52.1793301077725,21233.160000000003,1.0,2024-01,2024-01,BTC
2024-01-23 13:00:00,2024-01-26 13:00:00,SHORT,TREND,38864.135,41021.675,False,False,False,False,TIMEOUT,-5.551828182976415,-2157.670000000001,72.0,2024-01,2024-01,BTC
2024-01-23 14:00:00,2024-01-26 14:00:00,SHORT,TREND,38767.715,41588.025,False,False,False,False,TIMEOUT,-7.2752288856849185,-2820.440000000005,72.0,2024-01,2024-01,BTC
2024-01-26 14:00:00,2024-01-26 15:00:00,LONG,RANGE,41588.025,64670.434980000005,False,False,False,False,SL,55.502298991115836,23082.309980000005,1.0,2024-01,2024-01,BTC
2024-01-26 13:00:00,2024-01-28 13:00:00,LONG,RANGE,41021.675,42397.155,True,False,False,True,TIMEOUT,3.214421095676852,1318.6093749999973,48.0,2024-01,2024-01,BTC
2024-01-26 15:00:00,2024-01-28 15:00:00,LONG,RANGE,41423.015,42257.985,True,False,False,True,TIMEOUT,2.5308510055742364,1048.3547916666669,48.0,2024-01,2024-01,BTC
2024-01-29 15:00:00,2024-01-29 16:00:00,LONG,RANGE,42641.775,90319.025,False,False,False,False,SL,111.8085492454289,47677.149999999994,1.0,2024-01,2024-01,BTC
2024-01-30 08:00:00,2024-02-01 08:00:00,LONG,RANGE,43432.125,42244.515,False,False,False,False,TIMEOUT,-2.7346808382044405,-1187.7300000000005,48.0,2024-02,2024-02,BTC
2024-01-30 09:00:00,2024-02-01 09:00:00,LONG,RANGE,43324.425,42148.284999999996,False,False,False,False,TIMEOUT,-2.715004296075497,-1176.2600000000068,48.0,2024-02,2024-02,BTC
2024-01-30 10:00:00,2024-02-01 10:00:00,LONG,RANGE,43482.035,42225.994999999995,False,False,False,False,TIMEOUT,-2.8889172275400816,-1256.160000000008,48.0,2024-02,2024-02,BTC
2024-01-31 09:00:00,2024-02-02 09:00:00,SHORT,RANGE,42645.975,42980.935000000005,False,False,False,False,TIMEOUT,-0.7857247958336194,-335.0800000000064,48.0,2024-02,2024-02,BTC
2024-01-31 10:00:00,2024-02-02 10:00:00,SHORT,RANGE,42384.705,43122.505000000005,False,False,False,False,TIMEOUT,-1.7410053933370608,-737.9200000000029,48.0,2024-02,2024-02,BTC
2024-02-02 15:00:00,2024-02-02 16:00:00,LONG,RANGE,43242.115,91048.563,False,False,False,False,SL,110.55506420072192,47806.348,1.0,2024-02,2024-02,BTC
2024-02-05 13:00:00,2024-02-05 14:00:00,LONG,RANGE,43447.695,74359.00899999999,False,False,False,False,SL,71.14580877075295,30911.21399999999,1.0,2024-02,2024-02,BTC
2024-02-06 08:00:00,2024-02-06 09:00:00,LONG,RANGE,43069.045,75605.37127999999,False,False,False,False,SL,75.54434113874593,32536.226279999995,1.0,2024-02,2024-02,BTC
2024-02-04 14:00:00,2024-02-06 14:00:00,SHORT,RANGE,42873.975,42942.825000000004,False,False,False,False,TIMEOUT,-0.1608668195566327,-68.97000000000581,48.0,2024-02,2024-02,BTC
2024-02-06 15:00:00,2024-02-06 16:00:00,LONG,RANGE,43244.915,82945.44172,False,False,False,False,SL,91.80368771681017,39700.42672,1.0,2024-02,2024-02,BTC
2024-02-08 13:00:00,2024-02-08 14:00:00,LONG,RANGE,44984.025,101180.32886000001,False,False,False,False,SL,124.92480132669321,56196.20386000001,1.0,2024-02,2024-02,BTC
2024-02-08 15:00:00,2024-02-08 16:00:00,LONG,RANGE,45432.325000000004,101180.32886000001,False,False,False,False,SL,122.7053730135977,55747.903860000006,1.0,2024-02,2024-02,BTC
2024-02-08 10:00:00,2024-02-09 18:00:00,LONG,RANGE,44828.295,48194.295,True,True,True,True,TP3,4.31707074367502,1935.2692083333318,32.0,2024-02,2024-02,BTC
2024-02-08 14:00:00,2024-02-09 19:00:00,LONG,RANGE,45078.015,47359.0,True,True,False,True,TRAILING_SL,3.811779607716383,1718.2745833333324,29.0,2024-02,2024-02,BTC
2024-02-08 08:00:00,2024-02-10 10:00:00,LONG,TREND,44718.355,46938.0,True,True,False,True,TRAILING_SL,5.132345729920815,2295.1005833333315,50.0,2024-02,2024-02,BTC
2024-02-08 09:00:00,2024-02-10 10:00:00,LONG,TREND,44692.835,46938.0,True,True,False,True,TRAILING_SL,5.1466969854713085,2300.204791666666,49.0,2024-02,2024-02,BTC
2024-02-09 08:00:00,2024-02-12 08:00:00,LONG,TREND,46640.015,48113.985,True,False,False,True,TIMEOUT,3.3841081347565316,1578.3485416666667,72.0,2024-02,2024-02,BTC
2024-02-11 13:00:00,2024-02-13 13:00:00,SHORT,RANGE,48058.095,49528.085,False,False,False,False,TIMEOUT,-3.059026788306939,-1470.1099999999976,48.0,2024-02,2024-02,BTC
2024-02-14 08:00:00,2024-02-14 09:00:00,LONG,RANGE,50758.025,107135.42480000001,False,False,False,False,SL,111.0707120696678,56377.29980000001,1.0,2024-02,2024-02,BTC
2024-02-14 09:00:00,2024-02-14 10:00:00,LONG,RANGE,51551.125,107135.42480000001,False,False,False,False,SL,107.82344672400458,55584.19980000001,1.0,2024-02,2024-02,BTC
2024-02-12 15:00:00,2024-02-14 16:00:00,LONG,RANGE,49917.825000000004,51581.325,True,True,False,True,TIMEOUT,3.1947731930761494,1594.7612916666646,49.0,2024-02,2024-02,BTC
2024-02-13 14:00:00,2024-02-15 14:00:00,SHORT,RANGE,48692.135,52621.335,False,False,False,False,TIMEOUT,-8.069722143011385,-3929.3199999999965,48.0,2024-02,2024-02,BTC
2024-02-15 14:00:00,2024-02-15 15:00:00,LONG,TREND,52621.335,109757.071,False,False,False,False,SL,108.57884164284314,57135.636,1.0,2024-02,2024-02,BTC
