entry_time,exit_time,direction,regime,entry_price,exit_price,tp1_hit,tp2_hit,tp3_hit,trailing_used,exit_type,pnl_pct,pnl_points,duration_hours,month
2024-01-11 14:00:00,2024-01-11 15:00:00,LONG,RANGE,2682.86,3005.46902,False,False,False,False,SL,12.006180717592414,322.1090199999999,1.0,2024-01
2024-01-12 14:00:00,2024-01-12 15:00:00,LONG,TREND,2706.75,3051.44688,False,False,False,False,SL,12.716241987623533,344.19687999999996,1.0,2024-01
2024-01-21 13:00:00,2024-01-21 14:00:00,LONG,RANGE,2480.36,2980.15974,False,False,False,False,SL,20.13013191633472,499.2997399999998,1.0,2024-01
2024-01-25 10:00:00,2024-01-25 11:00:00,LONG,RANGE,2238.98,2410.172,False,False,False,False,SL,7.623650054935729,170.692,1.0,2024-01
2024-01-26 10:00:00,2024-01-26 11:00:00,LONG,RANGE,2238.6,2326.9986799999997,False,False,False,False,SL,3.9265022782095858,87.89867999999979,1.0,2024-01
2024-02-01 14:00:00,2024-02-01 15:00:00,LONG,RANGE,2298.12,3014.9699800000003,False,False,False,False,SL,31.171130315214196,716.3499800000004,1.0,2024-02
2024-02-14 13:00:00,2024-02-14 14:00:00,LONG,TREND,2765.92,4052.88,False,False,False,False,SL,46.5111066119049,1286.46,1.0,2024-02
2024-02-15 14:00:00,2024-02-15 15:00:00,LONG,TREND,2853.59,4228.528,False,False,False,False,SL,48.16522345536675,1374.438,1.0,2024-02
2024-02-18 09:00:00,2024-02-18 10:00:00,LONG,TREND,2820.79,3668.151,False,False,False,False,SL,30.022121462427187,846.8609999999999,1.0,2024-02
2024-02-18 14:00:00,2024-02-18 15:00:00,LONG,RANGE,2810.86,3673.64,False,False,False,False,SL,30.676732387952434,862.2799999999997,1.0,2024-02
