entry_time,exit_time,direction,regime,entry_price,exit_price,tp1_hit,tp2_hit,tp3_hit,trailing_used,exit_type,pnl_pct,duration_hours,month
2024-01-09 09:16:07.586613,2024-01-09 11:16:07.586613,LONG,RANGE,2310.8142202925274,2347.2135330365486,True,False,False,True,TRAILING_SL,1.4122113066874578,2.0,2024-01
2024-01-10 13:16:07.586613,2024-01-10 16:16:07.586613,SHORT,RANGE,2309.6459289743448,2272.0931515335355,True,False,False,True,TRAILING_SL,1.4383302882914346,3.0,2024-01
2024-01-11 08:16:07.586613,2024-01-11 10:16:07.586613,LONG,RANGE,2390.5939480303723,2367.0168212545427,False,False,False,False,SL,-1.0862455644236426,2.0,2024-01
2024-01-18 15:16:07.586613,2024-01-18 16:16:07.586613,LONG,RANGE,2455.6934256041036,3045.955500910372,False,False,False,False,SL,23.936472515337012,1.0,2024-01
2024-01-18 08:16:07.586613,2024-01-20 08:16:07.586613,LONG,RANGE,2535.6362294217915,2252.8944689288196,False,False,False,False,TIMEOUT,-11.250722537098563,48.0,2024-01
2024-01-20 13:16:07.586613,2024-01-20 14:16:07.586613,LONG,RANGE,2286.716740875887,3671.0474411607843,False,False,False,False,SL,60.437917772651346,1.0,2024-01
2024-01-20 14:16:07.586613,2024-01-20 18:16:07.586613,SHORT,RANGE,2279.6540908673933,2223.703471735634,True,False,False,True,TRAILING_SL,1.852548441705594,4.0,2024-01
2024-01-20 15:16:07.586613,2024-01-20 18:16:07.586613,SHORT,RANGE,2284.614263043433,2223.703471735634,True,False,False,True,TRAILING_SL,1.958440110664614,3.0,2024-01
2024-01-20 08:16:07.586613,2024-01-20 19:16:07.586613,SHORT,RANGE,2252.8944689288196,2223.3823453688588,True,False,False,True,TRAILING_SL,1.280357378601893,11.0,2024-01
2024-01-20 09:16:07.586613,2024-01-20 19:16:07.586613,SHORT,RANGE,2242.8875024408953,2223.3823453688588,True,False,False,True,TRAILING_SL,1.0601974565612313,10.0,2024-01
2024-01-20 10:16:07.586613,2024-01-20 19:16:07.586613,SHORT,RANGE,2249.5212593160804,2223.3823453688588,True,False,False,True,TRAILING_SL,1.2063633733921373,9.0,2024-01
2024-01-22 09:16:07.586613,2024-01-22 10:16:07.586613,LONG,RANGE,2336.7054043634353,6305.505257168119,False,False,False,False,SL,169.74596540897133,1.0,2024-01
2024-01-24 08:16:07.586613,2024-01-25 03:16:07.586613,SHORT,RANGE,2110.0976842207265,2094.157180598043,True,False,False,True,TRAILING_SL,1.0030945658259496,19.0,2024-01
2024-01-24 09:16:07.586613,2024-01-25 03:16:07.586613,SHORT,RANGE,2112.4809247326443,2094.157180598043,True,False,False,True,TRAILING_SL,1.0590770022304015,18.0,2024-01
2024-01-25 14:16:07.586613,2024-01-25 15:16:07.586613,LONG,RANGE,2099.7359180340773,4232.290521742235,False,False,False,False,SL,101.46299110722494,1.0,2024-01
2024-01-27 08:16:07.586613,2024-01-27 13:16:07.586613,LONG,TREND,2506.882737669801,2523.600098008589,True,False,False,True,TRAILING_SL,1.2079292443676009,5.0,2024-01
2024-01-28 15:16:07.586613,2024-01-28 16:16:07.586613,LONG,TREND,2468.4691951321915,4791.07150889882,False,False,False,False,SL,93.99079596159386,1.0,2024-01
2024-01-27 09:16:07.586613,2024-01-28 22:16:07.586613,LONG,TREND,2517.2155012477397,2591.0547015661305,True,False,False,True,TRAILING_SL,2.341184125411395,37.0,2024-01
2024-01-27 10:16:07.586613,2024-01-28 22:16:07.586613,LONG,TREND,2517.091157864538,2591.0547015661305,True,False,False,True,TRAILING_SL,2.3437265607961137,36.0,2024-01
2024-01-30 09:16:07.586613,2024-01-30 11:16:07.586613,LONG,RANGE,2634.46599286865,2667.7011114619977,True,False,False,True,TRAILING_SL,1.2554002440781753,2.0,2024-01
2024-01-30 10:16:07.586613,2024-01-30 14:16:07.586613,LONG,RANGE,2687.7016781934485,2701.5887597910323,True,False,False,True,TRAILING_SL,0.8829699218016962,4.0,2024-01
2024-01-30 15:16:07.586613,2024-01-30 18:16:07.586613,LONG,RANGE,2675.9637957504074,2695.61372381831,True,False,False,True,TRAILING_SL,0.9917810896882828,3.0,2024-01
2024-01-28 08:16:07.586613,2024-01-31 08:16:07.586613,SHORT,TREND,2459.39702100333,2568.1697025168733,False,False,False,False,TIMEOUT,-4.522737792419083,72.0,2024-01
2024-01-30 13:16:07.586613,2024-02-01 13:16:07.586613,LONG,RANGE,2724.550456103419,2650.487929963619,False,False,False,False,TIMEOUT,-2.8183393125969944,48.0,2024-02
2024-01-30 14:16:07.586613,2024-02-01 14:16:07.586613,LONG,RANGE,2709.60856540652,2691.797373047319,False,False,False,False,TIMEOUT,-0.7573345163798137,48.0,2024-02
2024-02-02 15:16:07.586613,2024-02-03 16:16:07.586613,SHORT,RANGE,2492.517433564112,2478.7640338658325,True,False,False,True,TRAILING_SL,0.9012687512949147,25.0,2024-02
2024-02-06 14:16:07.586613,2024-02-06 15:16:07.586613,LONG,RANGE,2568.475036287056,4040.4431101941063,False,False,False,False,SL,57.209027851596424,1.0,2024-02
2024-02-07 13:16:07.586613,2024-02-08 13:16:07.586613,SHORT,RANGE,2345.017806114212,2253.445525899649,True,True,False,True,TRAILING_SL,2.1417443274273165,24.0,2024-02
2024-02-08 09:16:07.586613,2024-02-08 13:16:07.586613,SHORT,RANGE,2359.7814129759145,2253.445525899649,True,True,False,True,TRAILING_SL,2.2619850592436093,4.0,2024-02
2024-02-08 15:16:07.586613,2024-02-08 19:16:07.586613,SHORT,RANGE,2274.119238408718,2227.457438951412,True,False,False,True,TRAILING_SL,1.6513062411858666,4.0,2024-02
2024-02-08 13:16:07.586613,2024-02-08 20:16:07.586613,SHORT,RANGE,2249.94628153157,2200.8854488592615,True,False,False,True,TRAILING_SL,1.7156417560336648,7.0,2024-02
2024-02-08 14:16:07.586613,2024-02-08 20:16:07.586613,SHORT,RANGE,2260.6484026893622,2200.8854488592615,True,False,False,True,TRAILING_SL,1.9471850116542746,6.0,2024-02
2024-02-10 08:16:07.586613,2024-02-10 12:16:07.586613,SHORT,RANGE,2207.636816712744,2179.1438376620576,True,False,False,True,TRAILING_SL,1.2707025927222815,4.0,2024-02
2024-02-12 08:16:07.586613,2024-02-12 18:16:07.586613,SHORT,RANGE,2069.2299147983877,2045.6678309498402,True,False,False,True,TRAILING_SL,1.1947192686102692,10.0,2024-02
2024-02-12 09:16:07.586613,2024-02-12 18:16:07.586613,SHORT,RANGE,2081.0386642920207,2045.6678309498402,True,True,False,True,TRAILING_SL,1.7006844178375773,9.0,2024-02
2024-02-12 10:16:07.586613,2024-02-12 18:16:07.586613,SHORT,RANGE,2076.046035662592,2045.6678309498402,True,False,False,True,TRAILING_SL,1.3570111051467837,8.0,2024-02
2024-02-12 15:16:07.586613,2024-02-12 18:16:07.586613,SHORT,RANGE,2080.264858708189,2045.6678309498402,True,True,False,True,TRAILING_SL,1.6933713737978933,3.0,2024-02
2024-02-13 10:16:07.586613,2024-02-13 11:16:07.586613,LONG,RANGE,2115.3941854285686,2982.467015741301,False,False,False,False,SL,40.8887119991808,1.0,2024-02
2024-02-16 13:16:07.586613,2024-02-17 05:16:07.586613,LONG,RANGE,2266.358253188548,2289.0453570214877,True,False,False,True,TRAILING_SL,1.1251439228362488,16.0,2024-02
2024-02-18 09:16:07.586613,2024-02-18 12:16:07.586613,LONG,RANGE,2282.623518395799,2320.321189820967,True,False,False,True,TRAILING_SL,1.4503781546783818,3.0,2024-02
2024-02-18 10:16:07.586613,2024-02-18 13:16:07.586613,LONG,RANGE,2301.320132494276,2332.272049155752,True,False,False,True,TRAILING_SL,1.29710676871265,3.0,2024-02
2024-02-18 08:16:07.586613,2024-02-18 15:16:07.586613,LONG,TREND,2287.151016039957,2367.901096066017,True,False,False,True,TRAILING_SL,2.639798387814223,7.0,2024-02
2024-02-18 13:16:07.586613,2024-02-18 16:16:07.586613,LONG,RANGE,2345.255144812775,2432.091506317469,True,True,False,True,TRAILING_SL,2.0997780546703626,3.0,2024-02
2024-02-18 14:16:07.586613,2024-02-18 16:16:07.586613,LONG,RANGE,2341.7780829816525,2432.091506317469,True,True,False,True,TRAILING_SL,2.1305734997982753,2.0,2024-02
2024-02-18 15:16:07.586613,2024-02-18 17:16:07.586613,LONG,RANGE,2398.5017023638243,2432.091506317469,True,False,False,True,TRAILING_SL,1.324849726139246,2.0,2024-02
