entry_time,exit_time,direction,regime,entry_price,exit_price,tp1_hit,tp2_hit,tp3_hit,trailing_used,exit_type,pnl_pct,pnl_points,duration_hours,month
2024-01-09 14:00:00,2024-01-10 15:00:00,SHORT,RANGE,2246.4,2448.32888,False,False,False,False,SL,-9.025168269230765,-202.7413799999999,25.0,2024-01
2024-01-10 09:00:00,2024-01-10 16:00:00,LONG,RANGE,2426.62,2442.6,True,False,False,True,TRAILING_SL,0.7001508270763452,16.99000000000001,7.0,2024-01
2024-01-10 15:00:00,2024-01-10 16:00:00,LONG,RANGE,2450.3,2407.18798,False,False,False,False,SL,-1.779864506386974,-43.61202000000003,1.0,2024-01
2024-01-11 14:00:00,2024-01-11 15:00:00,LONG,RANGE,2682.86,3005.46902,False,False,False,False,SL,12.006180717592414,322.1090199999999,1.0,2024-01
2024-01-12 14:00:00,2024-01-12 15:00:00,LONG,TREND,2706.75,3051.44688,False,False,False,False,SL,12.716241987623532,344.19688,1.0,2024-01
2024-01-16 13:00:00,2024-01-16 15:00:00,SHORT,RANGE,2524.81,2515.05,True,False,False,True,TRAILING_SL,0.5497443371976458,13.87999999999988,2.0,2024-01
2024-01-16 15:00:00,2024-01-16 21:00:00,LONG,RANGE,2560.44,2599.43,True,False,False,True,TRAILING_SL,1.1128946587305264,28.49499999999989,6.0,2024-01
2024-01-21 13:00:00,2024-01-21 14:00:00,LONG,RANGE,2480.36,2980.15974,False,False,False,False,SL,20.13013191633472,499.2997399999998,1.0,2024-01
2024-01-21 15:00:00,2024-01-22 03:00:00,SHORT,RANGE,2467.01,2439.0,True,False,False,True,TRAILING_SL,0.9325053404728844,23.00500000000011,12.0,2024-01
2024-01-22 08:00:00,2024-01-22 11:00:00,SHORT,TREND,2410.07,2379.6,True,False,False,True,TRAILING_SL,1.2130353060284609,29.23500000000013,3.0,2024-01
2024-01-22 09:00:00,2024-01-22 15:00:00,SHORT,TREND,2388.32,2371.61,True,False,False,True,TRAILING_SL,0.9360135995176532,22.35500000000002,6.0,2024-01
2024-01-22 13:00:00,2024-01-22 15:00:00,SHORT,TREND,2386.85,2371.61,True,False,False,True,TRAILING_SL,0.9057963424597226,21.619999999999887,2.0,2024-01
2024-01-22 10:00:00,2024-01-22 20:00:00,SHORT,TREND,2380.35,2323.27,True,True,False,True,TRAILING_SL,1.748314323523851,41.61599999999999,10.0,2024-01
2024-01-22 14:00:00,2024-01-22 20:00:00,SHORT,TREND,2369.57,2323.27,True,True,False,True,TRAILING_SL,1.6652810425520257,39.46000000000004,6.0,2024-01
2024-01-22 15:00:00,2024-01-22 20:00:00,SHORT,TREND,2378.61,2323.27,True,True,False,True,TRAILING_SL,1.7349628564581847,41.26800000000003,5.0,2024-01
2024-01-23 08:00:00,2024-01-23 10:00:00,SHORT,TREND,2293.06,2231.18,True,True,False,True,TRAILING_SL,1.8567329245636848,42.57600000000002,2.0,2024-01
2024-01-23 09:00:00,2024-01-23 15:00:00,SHORT,TREND,2215.1,2186.07,True,False,False,True,TRAILING_SL,1.2873007990609846,28.51499999999987,6.0,2024-01
2024-01-23 10:00:00,2024-01-23 15:00:00,SHORT,TREND,2222.35,2186.07,True,False,False,True,TRAILING_SL,1.4462168425315487,32.13999999999987,5.0,2024-01
2024-01-23 13:00:00,2024-01-23 15:00:00,SHORT,TREND,2199.28,2186.07,True,False,False,True,TRAILING_SL,0.936897530100761,20.60500000000002,2.0,2024-01
2024-01-25 10:00:00,2024-01-25 11:00:00,LONG,RANGE,2238.98,2410.172,False,False,False,False,SL,7.623650054935729,170.692,1.0,2024-01
2024-01-23 14:00:00,2024-01-26 02:00:00,SHORT,TREND,2194.26,2229.04,False,False,False,False,TIMEOUT,-1.6420114298214314,-36.02999999999975,60.0,2024-01
2024-01-26 10:00:00,2024-01-26 11:00:00,LONG,RANGE,2238.6,2326.99868,False,False,False,False,SL,3.9265022782095858,87.89867999999979,1.0,2024-01
2024-01-30 08:00:00,2024-01-30 13:00:00,LONG,RANGE,2309.32,2317.85,True,False,False,True,TRAILING_SL,0.574411515078026,13.264999999999873,5.0,2024-01
2024-01-30 10:00:00,2024-01-30 16:00:00,LONG,RANGE,2315.96,2354.48,True,False,False,True,TRAILING_SL,1.2202283286412543,28.25999999999999,6.0,2024-01
2024-01-30 14:00:00,2024-01-30 16:00:00,LONG,RANGE,2314.29,2354.48,True,False,False,True,TRAILING_SL,1.257189029896859,29.095000000000027,2.0,2024-01
2024-01-30 15:00:00,2024-01-30 17:00:00,LONG,RANGE,2341.91,2364.79,True,False,False,True,TRAILING_SL,0.8727918664679708,20.44000000000005,2.0,2024-01
2024-01-29 13:00:00,2024-01-31 13:00:00,SHORT,RANGE,2243.42,2313.87,False,False,False,False,TIMEOUT,-3.189327009654894,-71.54999999999981,48.0,2024-01
2024-02-01 14:00:00,2024-02-01 15:00:00,LONG,RANGE,2298.12,3014.9699800000003,False,False,False,False,SL,31.1711303152142,716.3499800000004,1.0,2024-02
2024-02-05 08:00:00,2024-02-06 11:00:00,LONG,RANGE,2323.41,2329.0,True,False,False,True,TRAILING_SL,0.4934019393908124,11.463750000000072,27.0,2024-02
2024-02-05 13:00:00,2024-02-06 17:00:00,LONG,RANGE,2331.45,2350.42,True,False,False,True,TRAILING_SL,0.7781101889382199,18.141250000000127,28.0,2024-02
2024-02-06 08:00:00,2024-02-06 17:00:00,LONG,RANGE,2337.7,2350.42,True,False,False,True,TRAILING_SL,0.6570560807631488,15.360000000000127,9.0,2024-02
2024-02-06 09:00:00,2024-02-06 17:00:00,LONG,RANGE,2335.45,2350.42,True,False,False,True,TRAILING_SL,0.7058596844291306,16.48500000000013,8.0,2024-02
2024-02-06 13:00:00,2024-02-06 17:00:00,LONG,RANGE,2338.62,2350.42,True,False,False,True,TRAILING_SL,0.6371278788345303,14.900000000000093,4.0,2024-02
2024-02-06 14:00:00,2024-02-06 17:00:00,LONG,RANGE,2339.47,2350.42,True,False,False,True,TRAILING_SL,0.618729883264164,14.475000000000138,3.0,2024-02
2024-02-07 08:00:00,2024-02-07 16:00:00,LONG,RANGE,2364.25,2385.0,True,False,False,True,TRAILING_SL,0.8194987839695465,19.375000000000004,8.0,2024-02
