entry_time,exit_time,direction,regime,entry_price,exit_price,tp1_hit,tp2_hit,tp3_hit,trailing_used,exit_type,pnl_pct,pnl_points,duration_hours,month,asset
2024-03-24 08:00:00,2024-03-24 10:00:00,LONG,RANGE,65245.0,65295.0,True,True,True,True,TP3,0.0444478504099931,29.000000000000004,2.0,2024-03,BTC
2024-03-25 08:00:00,2024-03-25 09:00:00,LONG,RANGE,66939.67,66989.67,True,True,True,True,TP3,0.043322591820366,29.0,1.0,2024-03,BTC
2024-03-25 09:00:00,2024-03-25 10:00:00,LONG,RANGE,67056.96,67106.96,True,True,True,True,TP3,0.0432468158413384,29.0,1.0,2024-03,BTC
2024-03-25 10:00:00,2024-03-25 12:00:00,LONG,RANGE,66995.33,67252.92,True,False,False,True,TRAILING_SL,0.2056785152039675,137.79499999999825,2.0,2024-03,BTC
2024-03-25 13:00:00,2024-03-25 14:00:00,LONG,RANGE,67985.0,68035.0,True,True,True,True,TP3,0.0426564683386041,29.0,1.0,2024-03,BTC
2024-03-25 14:00:00,2024-03-25 15:00:00,LONG,RANGE,69378.19,69428.19,True,True,True,True,TP3,0.0417998797604838,29.0,1.0,2024-03,BTC
2024-03-25 15:00:00,2024-03-25 16:00:00,LONG,RANGE,69793.05,69843.05,True,True,True,True,TP3,0.0415514152197102,29.0,1.0,2024-03,BTC
2024-03-27 15:00:00,2024-03-27 16:00:00,SHORT,TREND,68873.0,68783.0,True,True,True,True,TP3,0.0696934938219621,48.0,1.0,2024-03,BTC
2024-03-28 14:00:00,2024-03-29 15:00:00,LONG,TREND,71538.97,69142.44,False,False,False,False,SL,-3.351100106697089,-2397.342499999999,25.0,2024-03,BTC
2024-03-29 14:00:00,2024-03-29 15:00:00,SHORT,RANGE,70060.83,70010.83,True,True,True,True,TP3,0.0413926012580781,29.0,1.0,2024-03,BTC
2024-04-01 08:00:00,2024-04-01 10:00:00,SHORT,RANGE,69387.64,69337.64,True,True,True,True,TP3,0.0417941869762395,29.0,2.0,2024-04,BTC
2024-04-01 09:00:00,2024-04-01 10:00:00,SHORT,RANGE,69394.0,69344.0,True,True,True,True,TP3,0.0417903565149724,29.000000000000004,1.0,2024-04,BTC
2024-04-01 14:00:00,2024-04-01 15:00:00,SHORT,RANGE,68905.07,68855.07,True,True,True,True,TP3,0.0420868885264901,29.000000000000004,1.0,2024-04,BTC
2024-04-01 15:00:00,2024-04-01 16:00:00,SHORT,RANGE,68236.15,68186.15,True,True,True,True,TP3,0.0424994669247898,29.0,1.0,2024-04,BTC
2024-04-02 08:00:00,2024-04-02 09:00:00,SHORT,TREND,66239.02,66149.02,True,True,True,True,TP3,0.0724648402104982,47.99999999999999,1.0,2024-04,BTC
2024-04-02 09:00:00,2024-04-02 10:00:00,SHORT,TREND,66079.74,65989.74,True,True,True,True,TP3,0.072639510990812,48.0,1.0,2024-04,BTC
2024-04-02 10:00:00,2024-04-02 11:00:00,SHORT,TREND,65983.0,65893.0,True,True,True,True,TP3,0.0727460103359956,48.0,1.0,2024-04,BTC
2024-04-02 13:00:00,2024-04-02 15:00:00,SHORT,TREND,65223.2,64684.81,True,False,False,True,TRAILING_SL,0.4341936611512464,283.19499999999977,2.0,2024-04,BTC
2024-04-02 14:00:00,2024-04-02 15:00:00,SHORT,TREND,65701.31,65611.31,True,True,True,True,TP3,0.073057904020483,48.00000000000001,1.0,2024-04,BTC
2024-04-02 15:00:00,2024-04-02 16:00:00,SHORT,TREND,64889.0,64799.0,True,True,True,True,TP3,0.0739724760745272,47.99999999999999,1.0,2024-04,BTC
2024-04-03 14:00:00,2024-04-04 04:00:00,LONG,RANGE,66628.93,65407.98388,False,False,False,False,SL,-1.833206866746912,-1221.4461199999932,14.0,2024-04,BTC
2024-04-04 13:00:00,2024-04-04 14:00:00,LONG,RANGE,67243.15,67293.15,True,True,True,True,TP3,0.0431270694487096,29.0,1.0,2024-04,BTC
2024-04-04 14:00:00,2024-04-04 15:00:00,LONG,RANGE,67692.97,67742.97,True,True,True,True,TP3,0.0428404899356609,29.0,1.0,2024-04,BTC
2024-04-04 15:00:00,2024-04-04 16:00:00,LONG,RANGE,67648.99,67698.99,True,True,True,True,TP3,0.0428683414194358,29.0,1.0,2024-04,BTC
2024-04-08 08:00:00,2024-04-08 09:00:00,LONG,TREND,71969.0,72059.0,True,True,True,True,TP3,0.0666953827342327,47.99999999999999,1.0,2024-04,BTC
2024-04-08 09:00:00,2024-04-08 10:00:00,LONG,TREND,72198.25,72288.25,True,True,True,True,TP3,0.0664836059045752,48.0,1.0,2024-04,BTC
2024-04-08 10:00:00,2024-04-08 11:00:00,LONG,TREND,72324.98,72414.98,True,True,True,True,TP3,0.0663671113355302,48.00000000000001,1.0,2024-04,BTC
2024-04-09 13:00:00,2024-04-09 14:00:00,SHORT,TREND,69927.0,69837.0,True,True,True,True,TP3,0.0686430134282895,48.0,1.0,2024-04,BTC
2024-04-12 13:00:00,2024-04-12 14:00:00,SHORT,RANGE,69887.0,69837.0,True,True,True,True,TP3,0.0414955571136262,29.000000000000004,1.0,2024-04,BTC
2024-04-12 14:00:00,2024-04-12 16:00:00,SHORT,RANGE,69269.01,68694.61,True,False,False,True,TRAILING_SL,0.4276082479019075,296.1999999999971,2.0,2024-04,BTC
2024-04-17 14:00:00,2024-04-17 15:00:00,SHORT,RANGE,61278.66,61228.66,True,True,True,True,TP3,0.0473247946348696,29.0,1.0,2024-04,BTC
2024-04-17 15:00:00,2024-04-17 16:00:00,SHORT,RANGE,60303.95,60253.95,True,True,True,True,TP3,0.0480897188326801,29.000000000000004,1.0,2024-04,BTC
2024-04-18 13:00:00,2024-04-18 14:00:00,LONG,RANGE,62811.0,62861.0,True,True,True,True,TP3,0.0461702568021524,29.000000000000004,1.0,2024-04,BTC
2024-04-18 14:00:00,2024-04-18 15:00:00,LONG,RANGE,63817.57,63867.57,True,True,True,True,TP3,0.0454420310895573,29.000000000000004,1.0,2024-04,BTC
2024-04-19 08:00:00,2024-04-19 09:00:00,LONG,RANGE,64640.02,64690.02,True,True,True,True,TP3,0.0448638475049976,29.0,1.0,2024-04,BTC
2024-04-19 09:00:00,2024-04-19 10:00:00,LONG,RANGE,64776.93,64826.93,True,True,True,True,TP3,0.0447690250217168,29.0,1.0,2024-04,BTC
2024-04-19 10:00:00,2024-04-19 11:00:00,LONG,RANGE,64778.7,64828.7,True,True,True,True,TP3,0.0447678017619989,29.0,1.0,2024-04,BTC
2024-04-20 15:00:00,2024-04-20 16:00:00,LONG,RANGE,64809.35,64859.35,True,True,True,True,TP3,0.0447466299229972,29.0,1.0,2024-04,BTC
2024-04-22 08:00:00,2024-04-22 09:00:00,LONG,RANGE,65962.59,66012.59,True,True,True,True,TP3,0.0439643137117569,29.0,1.0,2024-04,BTC
2024-04-22 09:00:00,2024-04-22 10:00:00,LONG,RANGE,65939.0,65989.0,True,True,True,True,TP3,0.0439800421601783,29.0,1.0,2024-04,BTC
2024-04-22 10:00:00,2024-04-22 11:00:00,LONG,RANGE,66049.18,66099.18,True,True,True,True,TP3,0.0439066768126417,29.000000000000004,1.0,2024-04,BTC
2024-04-22 13:00:00,2024-04-22 14:00:00,LONG,RANGE,66115.0,66165.0,True,True,True,True,TP3,0.0438629660440142,29.0,1.0,2024-04,BTC
2024-04-22 14:00:00,2024-04-22 15:00:00,LONG,RANGE,66032.77,66082.77,True,True,True,True,TP3,0.0439175881914388,29.000000000000004,1.0,2024-04,BTC
2024-04-22 15:00:00,2024-04-22 16:00:00,LONG,RANGE,65995.38,66045.38,True,True,True,True,TP3,0.0439424699122878,29.0,1.0,2024-04,BTC
2024-04-23 13:00:00,2024-04-23 14:00:00,LONG,RANGE,66510.29,66560.29,True,True,True,True,TP3,0.0436022756779439,29.0,1.0,2024-04,BTC
2024-04-23 15:00:00,2024-04-23 16:00:00,SHORT,RANGE,66418.56,66368.56,True,True,True,True,TP3,0.0436624943389317,29.0,1.0,2024-04,BTC
