entry_time,exit_time,direction,regime,entry_price,exit_price,tp1_hit,tp2_hit,tp3_hit,trailing_used,exit_type,pnl_pct,pnl_points,duration_hours,month,exit_month
2024-01-10 09:00:00,2024-01-10 16:00:00,LONG,RANGE,2426.62,2442.6,True,False,False,True,TRAILING_SL,0.7001508270763452,16.99000000000001,7.0,2024-01,2024-01
2024-01-11 14:00:00,2024-01-11 15:00:00,LONG,RANGE,2682.86,3005.46902,False,False,False,False,SL,12.006180717592414,322.1090199999999,1.0,2024-01,2024-01
2024-01-12 14:00:00,2024-01-12 15:00:00,LONG,TREND,2706.75,3051.44688,False,False,False,False,SL,12.716241987623533,344.19687999999996,1.0,2024-01,2024-01
2024-01-16 13:00:00,2024-01-16 15:00:00,SHORT,RANGE,2524.81,2515.05,True,False,False,True,TRAILING_SL,0.5497443371976458,13.87999999999988,2.0,2024-01,2024-01
2024-01-16 15:00:00,2024-01-16 21:00:00,LONG,RANGE,2560.44,2599.43,True,False,False,True,TRAILING_SL,1.1128946587305264,28.49499999999989,6.0,2024-01,2024-01
2024-01-21 13:00:00,2024-01-21 14:00:00,LONG,RANGE,2480.36,2980.15974,False,False,False,False,SL,20.13013191633472,499.2997399999998,1.0,2024-01,2024-01
2024-01-21 15:00:00,2024-01-22 03:00:00,SHORT,RANGE,2467.01,2439.0,True,False,False,True,TRAILING_SL,0.9325053404728845,23.00500000000011,12.0,2024-01,2024-01
2024-01-22 08:00:00,2024-01-22 11:00:00,SHORT,TREND,2410.07,2379.6,True,False,False,True,TRAILING_SL,1.2130353060284609,29.23500000000013,3.0,2024-01,2024-01
2024-01-22 09:00:00,2024-01-22 15:00:00,SHORT,TREND,2388.32,2371.61,True,False,False,True,TRAILING_SL,0.9360135995176533,22.35500000000002,6.0,2024-01,2024-01
2024-01-22 13:00:00,2024-01-22 15:00:00,SHORT,TREND,2386.85,2371.61,True,False,False,True,TRAILING_SL,0.9057963424597226,21.619999999999887,2.0,2024-01,2024-01
2024-01-22 10:00:00,2024-01-22 20:00:00,SHORT,TREND,2380.35,2323.27,True,True,False,True,TRAILING_SL,1.748314323523851,41.615999999999985,10.0,2024-01,2024-01
2024-01-22 14:00:00,2024-01-22 20:00:00,SHORT,TREND,2369.57,2323.27,True,True,False,True,TRAILING_SL,1.6652810425520257,39.46000000000004,6.0,2024-01,2024-01
2024-01-22 15:00:00,2024-01-22 20:00:00,SHORT,TREND,2378.61,2323.27,True,True,False,True,TRAILING_SL,1.7349628564581847,41.26800000000003,5.0,2024-01,2024-01
2024-01-23 08:00:00,2024-01-23 10:00:00,SHORT,TREND,2293.06,2231.18,True,True,False,True,TRAILING_SL,1.8567329245636846,42.57600000000002,2.0,2024-01,2024-01
2024-01-23 09:00:00,2024-01-23 15:00:00,SHORT,TREND,2215.1,2186.07,True,False,False,True,TRAILING_SL,1.2873007990609846,28.51499999999987,6.0,2024-01,2024-01
2024-01-23 10:00:00,2024-01-23 15:00:00,SHORT,TREND,2222.35,2186.07,True,False,False,True,TRAILING_SL,1.4462168425315487,32.13999999999987,5.0,2024-01,2024-01
2024-01-23 13:00:00,2024-01-23 15:00:00,SHORT,TREND,2199.28,2186.07,True,False,False,True,TRAILING_SL,0.936897530100761,20.60500000000002,2.0,2024-01,2024-01
